Product code,Station number,Year,Month,Highest minimum temperature (°C),Day,Quality
IDCJAC0007,069147,1998,02,18.0,27,Y
IDCJAC0007,069147,1998,03,17.0,14,Y
IDCJAC0007,069147,1998,04,15.0,07,Y
IDCJAC0007,069147,1998,05,14.0,19,Y
IDCJAC0007,069147,1998,06,12.0,04,Y
IDCJAC0007,069147,1998,07,10.0,06,Y
IDCJAC0007,069147,1998,08,12.0,08,Y
IDCJAC0007,069147,1998,09,15.0,23,Y
IDCJAC0007,069147,1998,10,17.0,18,Y
IDCJAC0007,069147,1998,11,15.0,27,Y
IDCJAC0007,069147,1998,12,19.0,14,Y
IDCJAC0007,069147,1999,01,20.0,08,Y
IDCJAC0007,069147,1999,02,17.0,04,Y
IDCJAC0007,069147,1999,03,16.0,26,Y
IDCJAC0007,069147,1999,04,16.0,05,Y
IDCJAC0007,069147,1999,05,13.0,25,Y
IDCJAC0007,069147,1999,06,11.0,07,Y
IDCJAC0007,069147,1999,07,11.0,13,Y
IDCJAC0007,069147,1999,08,15.0,29,Y
IDCJAC0007,069147,1999,09,13.0,30,Y
IDCJAC0007,069147,1999,10,17.0,15,Y
IDCJAC0007,069147,1999,11,15.0,06,Y
IDCJAC0007,069147,1999,12,19.0,08,Y
IDCJAC0007,069147,2000,01,18.0,28,Y
IDCJAC0007,069147,2000,02,19.0,22,Y
IDCJAC0007,069147,2000,03,19.0,18,Y
IDCJAC0007,069147,2000,04,16.0,01,Y
IDCJAC0007,069147,2000,05,16.0,04,Y
IDCJAC0007,069147,2000,06,8.0,06,Y
IDCJAC0007,069147,2000,07,11.0,02,Y
IDCJAC0007,069147,2000,08,10.0,09,Y
IDCJAC0007,069147,2000,09,11.0,29,Y
IDCJAC0007,069147,2000,10,15.0,25,Y
IDCJAC0007,069147,2000,11,19.0,29,Y
IDCJAC0007,069147,2000,12,18.0,22,Y
IDCJAC0007,069147,2001,01,21.0,25,Y
IDCJAC0007,069147,2001,02,20.0,28,Y
IDCJAC0007,069147,2001,03,17.0,19,Y
IDCJAC0007,069147,2001,04,15.0,08,Y
IDCJAC0007,069147,2001,05,13.0,10,Y
IDCJAC0007,069147,2001,06,11.0,16,Y
IDCJAC0007,069147,2001,07,12.0,10,Y
IDCJAC0007,069147,2001,08,11.0,29,Y
IDCJAC0007,069147,2001,09,15.0,25,Y
IDCJAC0007,069147,2001,10,16.0,24,Y
IDCJAC0007,069147,2001,11,16.0,24,Y
IDCJAC0007,069147,2001,12,18.0,03,Y
IDCJAC0007,069147,2002,01,21.0,21,Y
IDCJAC0007,069147,2002,02,18.0,01,Y
IDCJAC0007,069147,2002,03,17.0,28,Y
IDCJAC0007,069147,2002,04,18.0,21,Y
IDCJAC0007,069147,2002,05,14.0,22,Y
IDCJAC0007,069147,2002,06,10.0,08,Y
IDCJAC0007,069147,2002,07,9.0,10,Y
IDCJAC0007,069147,2002,08,10.0,04,Y
IDCJAC0007,069147,2002,09,11.0,23,Y
IDCJAC0007,069147,2002,10,13.0,17,Y
IDCJAC0007,069147,2002,11,18.0,25,Y
IDCJAC0007,069147,2002,12,19.0,29,Y
IDCJAC0007,069147,2003,01,19.0,17,Y
IDCJAC0007,069147,2003,02,20.0,23,Y
IDCJAC0007,069147,2003,03,18.0,16,Y
IDCJAC0007,069147,2003,04,15.0,28,Y
IDCJAC0007,069147,2003,05,15.0,18,Y
IDCJAC0007,069147,2003,06,10.0,21,Y
IDCJAC0007,069147,2003,07,9.0,31,Y
IDCJAC0007,069147,2003,08,13.0,24,Y
IDCJAC0007,069147,2003,09,15.0,24,Y
IDCJAC0007,069147,2003,10,15.0,25,Y
IDCJAC0007,069147,2003,11,18.0,21,Y
IDCJAC0007,069147,2003,12,19.0,18,Y
IDCJAC0007,069147,2004,01,20.0,16,Y
IDCJAC0007,069147,2004,02,21.0,15,Y
