Product code,Station number,Year,Month,Highest minimum temperature (°C),Day,Quality
IDCJAC0007,032037,1965,01,22.2,28,Y
IDCJAC0007,032037,1965,02,23.3,22,Y
IDCJAC0007,032037,1965,03,23.3,13,Y
IDCJAC0007,032037,1965,04,22.8,25,Y
IDCJAC0007,032037,1965,05,21.7,01,Y
IDCJAC0007,032037,1965,06,20.8,12,Y
IDCJAC0007,032037,1965,07,16.3,06,Y
IDCJAC0007,032037,1965,08,18.8,15,Y
IDCJAC0007,032037,1965,09,18.3,10,Y
IDCJAC0007,032037,1965,10,21.4,29,Y
IDCJAC0007,032037,1965,11,23.2,11,Y
IDCJAC0007,032037,1965,12,23.2,08,Y
IDCJAC0007,032037,1966,01,23.4,24,Y
IDCJAC0007,032037,1966,02,23.9,18,Y
IDCJAC0007,032037,1966,03,22.1,19,Y
IDCJAC0007,032037,1966,04,20.6,14,Y
IDCJAC0007,032037,1966,05,20.9,05,Y
IDCJAC0007,032037,1966,06,20.1,02,Y
IDCJAC0007,032037,1966,07,18.6,01,Y
IDCJAC0007,032037,1966,08,19.3,19,Y
IDCJAC0007,032037,1966,09,18.4,29,Y
IDCJAC0007,032037,1966,11,23.8,07,Y
IDCJAC0007,032037,1966,12,22.5,10,Y
IDCJAC0007,032037,1967,01,25.3,31,Y
IDCJAC0007,032037,1967,02,24.5,01,Y
IDCJAC0007,032037,1967,03,24.3,09,Y
IDCJAC0007,032037,1967,04,21.1,22,Y
IDCJAC0007,032037,1967,05,23.1,13,Y
IDCJAC0007,032037,1967,06,20.3,05,Y
IDCJAC0007,032037,1967,07,19.1,18,Y
IDCJAC0007,032037,1967,08,19.1,18,Y
IDCJAC0007,032037,1967,09,20.6,05,Y
IDCJAC0007,032037,1967,10,20.5,25,Y
IDCJAC0007,032037,1967,11,26.1,26,Y
IDCJAC0007,032037,1967,12,25.6,15,Y
IDCJAC0007,032037,1968,01,24.6,06,Y
IDCJAC0007,032037,1968,02,24.1,17,Y
IDCJAC0007,032037,1968,03,26.1,21,Y
IDCJAC0007,032037,1968,04,23.3,29,Y
IDCJAC0007,032037,1968,05,22.2,03,Y
IDCJAC0007,032037,1968,06,18.4,19,Y
IDCJAC0007,032037,1968,07,20.2,18,Y
IDCJAC0007,032037,1968,08,19.9,30,Y
IDCJAC0007,032037,1968,09,19.5,27,Y
IDCJAC0007,032037,1968,10,21.0,27,Y
IDCJAC0007,032037,1968,11,24.6,26,Y
IDCJAC0007,032037,1968,12,22.9,05,Y
IDCJAC0007,032037,1969,01,24.6,26,Y
IDCJAC0007,032037,1969,02,26.7,14,Y
IDCJAC0007,032037,1969,04,22.7,12,Y
IDCJAC0007,032037,1969,05,20.2,24,Y
IDCJAC0007,032037,1969,06,20.6,16,Y
IDCJAC0007,032037,1969,07,19.1,01,Y
IDCJAC0007,032037,1969,08,19.6,28,Y
IDCJAC0007,032037,1969,09,20.0,01,Y
IDCJAC0007,032037,1969,10,22.5,18,Y
IDCJAC0007,032037,1969,11,23.3,23,Y
IDCJAC0007,032037,1969,12,24.4,20,Y
IDCJAC0007,032037,1970,01,23.3,24,Y
