Product code,Station number,Year,Month,Highest minimum temperature (°C),Day,Quality
IDCJAC0007,031108,1968,07,16.1,20,Y
IDCJAC0007,031108,1968,08,19.4,10,Y
IDCJAC0007,031108,1968,09,16.6,21,Y
IDCJAC0007,031108,1968,10,18.6,27,Y
IDCJAC0007,031108,1968,11,21.7,26,Y
IDCJAC0007,031108,1968,12,21.0,30,Y
IDCJAC0007,031108,1969,01,22.1,24,Y
IDCJAC0007,031108,1969,02,24.8,13,Y
IDCJAC0007,031108,1969,03,21.1,18,Y
IDCJAC0007,031108,1969,04,19.7,12,Y
IDCJAC0007,031108,1969,05,18.2,15,Y
IDCJAC0007,031108,1969,06,17.8,18,Y
IDCJAC0007,031108,1969,07,17.4,07,Y
IDCJAC0007,031108,1969,08,17.7,28,Y
IDCJAC0007,031108,1969,09,16.1,02,Y
IDCJAC0007,031108,1969,10,19.8,18,Y
IDCJAC0007,031108,1969,11,20.7,23,Y
IDCJAC0007,031108,1969,12,23.1,07,Y
IDCJAC0007,031108,1970,01,21.6,19,Y
IDCJAC0007,031108,1970,02,21.2,19,Y
IDCJAC0007,031108,1970,03,21.4,24,Y
IDCJAC0007,031108,1970,04,20.0,13,Y
IDCJAC0007,031108,1970,05,18.9,31,Y
IDCJAC0007,031108,1970,06,18.1,02,Y
IDCJAC0007,031108,1970,07,15.9,08,Y
IDCJAC0007,031108,1970,08,15.7,29,Y
IDCJAC0007,031108,1970,09,19.9,16,Y
IDCJAC0007,031108,1970,10,20.9,20,Y
IDCJAC0007,031108,1970,11,21.2,13,Y
IDCJAC0007,031108,1970,12,21.2,27,Y
IDCJAC0007,031108,1971,01,22.5,05,Y
IDCJAC0007,031108,1971,02,22.1,05,Y
IDCJAC0007,031108,1971,03,21.7,06,Y
IDCJAC0007,031108,1971,04,21.8,22,Y
IDCJAC0007,031108,1971,05,17.2,19,Y
IDCJAC0007,031108,1971,06,17.3,25,Y
IDCJAC0007,031108,1971,07,16.2,06,Y
IDCJAC0007,031108,1971,08,18.7,28,Y
IDCJAC0007,031108,1971,09,18.8,27,Y
IDCJAC0007,031108,1971,10,19.8,30,Y
IDCJAC0007,031108,1971,11,22.9,19,Y
IDCJAC0007,031108,1971,12,22.2,30,Y
IDCJAC0007,031108,1972,01,21.6,01,Y
IDCJAC0007,031108,1972,02,22.2,07,Y
IDCJAC0007,031108,1972,03,21.2,03,Y
IDCJAC0007,031108,1972,04,20.1,06,Y
IDCJAC0007,031108,1972,05,18.8,11,Y
IDCJAC0007,031108,1972,06,16.5,18,Y
IDCJAC0007,031108,1972,07,17.8,15,Y
IDCJAC0007,031108,1972,08,14.7,01,Y
IDCJAC0007,031108,1972,09,15.8,22,Y
IDCJAC0007,031108,1972,10,17.9,21,Y
IDCJAC0007,031108,1972,11,20.2,11,Y
IDCJAC0007,031108,1972,12,20.1,11,Y
IDCJAC0007,031108,1973,01,22.1,15,Y
IDCJAC0007,031108,1973,02,22.8,03,Y
IDCJAC0007,031108,1973,03,23.3,03,Y
IDCJAC0007,031108,1973,04,21.1,02,Y
IDCJAC0007,031108,1973,05,20.7,05,Y
IDCJAC0007,031108,1973,06,18.8,08,Y
IDCJAC0007,031108,1973,07,17.5,01,Y
IDCJAC0007,031108,1973,08,18.1,15,Y
IDCJAC0007,031108,1973,09,20.0,24,Y
IDCJAC0007,031108,1973,10,20.2,22,Y
IDCJAC0007,031108,1973,11,21.6,08,Y
IDCJAC0007,031108,1973,12,22.0,21,Y
IDCJAC0007,031108,1974,01,22.5,02,Y
IDCJAC0007,031108,1974,02,24.6,18,Y
IDCJAC0007,031108,1974,03,23.0,13,Y
IDCJAC0007,031108,1974,04,19.6,18,Y
IDCJAC0007,031108,1974,05,19.0,22,Y
IDCJAC0007,031108,1974,06,17.8,05,Y
IDCJAC0007,031108,1974,07,17.0,26,Y
IDCJAC0007,031108,1974,08,19.6,07,Y
IDCJAC0007,031108,1974,09,19.8,24,Y
IDCJAC0007,031108,1974,10,22.6,14,Y
IDCJAC0007,031108,1974,11,22.2,21,Y
IDCJAC0007,031108,1974,12,22.6,26,Y
IDCJAC0007,031108,1975,01,23.2,10,Y
IDCJAC0007,031108,1975,02,22.3,28,Y
IDCJAC0007,031108,1975,03,21.6,28,Y
IDCJAC0007,031108,1975,04,21.6,01,Y
IDCJAC0007,031108,1975,05,18.7,05,Y
IDCJAC0007,031108,1975,06,17.3,11,Y
IDCJAC0007,031108,1975,07,17.3,27,Y
IDCJAC0007,031108,1975,08,17.6,24,Y
IDCJAC0007,031108,1975,09,20.7,24,Y
IDCJAC0007,031108,1975,10,21.5,27,Y
