num,exp,pop,sex,time,gen,round,comm,lat,lon
375,2,Griffith,Female,29.23,G2,2,,-34.29,146.04
390,2,Griffith,Female,32.93,G2,2,,-34.29,146.04
428,2,Griffith,Female,30.13,G2,2,,-34.29,146.04
466,2,Griffith,Female,37.05,G2,2,,-34.29,146.04
482,2,Griffith,Female,40.05,G2,2,,-34.29,146.04
510,2,Griffith,Female,36.02,G2,2,,-34.29,146.04
523,2,Griffith,Female,36.72,G2,2,,-34.29,146.04
531,2,Griffith,Female,36.58,G2,2,,-34.29,146.04
540,2,Griffith,Female,18.85,G2,2,,-34.29,146.04
590,2,Griffith,Female,47.12,G2,2,,-34.29,146.04
600,2,Griffith,Female,42.15,G2,2,,-34.29,146.04
58,2,Griffith,Male,70.42,G2,1,,-34.29,146.04
70,2,Griffith,Male,20.72,G2,1,,-34.29,146.04
104,2,Griffith,Male,45.70,G2,1,,-34.29,146.04
106,2,Griffith,Male,54.70,G2,1,,-34.29,146.04
113,2,Griffith,Male,37.57,G2,1,,-34.29,146.04
124,2,Griffith,Male,47.42,G2,1,,-34.29,146.04
129,2,Griffith,Male,27.73,G2,1,,-34.29,146.04
145,2,Griffith,Male,41.80,G2,1,,-34.29,146.04
177,2,Griffith,Male,19.85,G2,1,,-34.29,146.04
229,2,Griffith,Male,46.70,G2,1,,-34.29,146.04
235,2,Griffith,Male,46.32,G2,1,,-34.29,146.04
257,2,Griffith,Male,43.70,G2,1,,-34.29,146.04
284,2,Griffith,Male,42.00,G2,1,,-34.29,146.04
291,2,Griffith,Male,12.68,G2,1,,-34.29,146.04
296,2,Griffith,Male,31.88,G2,1,,-34.29,146.04
331,2,Griffith,Male,26.13,G2,2,,-34.29,146.04
339,2,Griffith,Male,38.30,G2,2,,-34.29,146.04
341,2,Griffith,Male,22.40,G2,2,,-34.29,146.04
348,2,Griffith,Male,23.97,G2,2,,-34.29,146.04
392,2,Griffith,Male,35.27,G2,2,,-34.29,146.04
404,2,Griffith,Male,17.98,G2,2,,-34.29,146.04
425,2,Griffith,Male,18.17,G2,2,,-34.29,146.04
432,2,Griffith,Male,30.43,G2,2,,-34.29,146.04
471,2,Griffith,Male,44.25,G2,2,,-34.29,146.04
520,2,Griffith,Male,38.15,G2,2,,-34.29,146.04
527,2,Griffith,Male,52.23,G2,2,,-34.29,146.04
547,2,Griffith,Male,28.12,G2,2,,-34.29,146.04
556,2,Griffith,Male,39.60,G2,2,,-34.29,146.04
558,2,Griffith,Male,29.63,G2,2,,-34.29,146.04
581,2,Griffith,Male,38.43,G2,2,,-34.29,146.04
12,2,Mareeba,Female,43.27,G2,1,,-17.01,145.43
25,2,Mareeba,Female,32.05,G2,1,,-17.01,145.43
62,2,Mareeba,Female,41.42,G2,1,,-17.01,145.43
75,2,Mareeba,Female,44.27,G2,1,,-17.01,145.43
132,2,Mareeba,Female,46.97,G2,1,,-17.01,145.43
136,2,Mareeba,Female,69.22,G2,1,,-17.01,145.43
162,2,Mareeba,Female,58.22,G2,1,,-17.01,145.43
209,2,Mareeba,Female,33.55,G2,1,,-17.01,145.43
211,2,Mareeba,Female,72.20,G2,1,,-17.01,145.43
239,2,Mareeba,Female,50.98,G2,1,,-17.01,145.43
275,2,Mareeba,Female,40.73,G2,1,,-17.01,145.43
277,2,Mareeba,Female,43.90,G2,1,,-17.01,145.43
288,2,Mareeba,Female,42.15,G2,1,,-17.01,145.43
293,2,Mareeba,Female,17.40,G2,1,,-17.01,145.43
333,2,Mareeba,Female,35.55,G2,2,,-17.01,145.43
352,2,Mareeba,Female,28.87,G2,2,,-17.01,145.43
362,2,Mareeba,Female,44.62,G2,2,,-17.01,145.43
423,2,Mareeba,Female,44.72,G2,2,,-17.01,145.43
440,2,Mareeba,Female,37.68,G2,2,,-17.01,145.43
475,2,Mareeba,Female,29.58,G2,2,,-17.01,145.43
489,2,Mareeba,Female,35.73,G2,2,,-17.01,145.43
497,2,Mareeba,Female,41.98,G2,2,,-17.01,145.43
512,2,Mareeba,Female,38.02,G2,2,,-17.01,145.43
526,2,Mareeba,Female,45.43,G2,2,,-17.01,145.43
548,2,Mareeba,Female,36.95,G2,2,,-17.01,145.43
550,2,Mareeba,Female,34.18,G2,2,,-17.01,145.43
552,2,Mareeba,Female,43.28,G2,2,,-17.01,145.43
579,2,Mareeba,Female,55.77,G2,2,,-17.01,145.43
1,2,Mareeba,Male,42.97,G2,1,,-17.01,145.43
11,2,Mareeba,Male,43.40,G2,1,,-17.01,145.43
31,2,Mareeba,Male,27.62,G2,1,,-17.01,145.43
47,2,Mareeba,Male,18.50,G2,1,,-17.01,145.43
78,2,Mareeba,Male,40.82,G2,1,,-17.01,145.43
101,2,Mareeba,Male,43.43,G2,1,,-17.01,145.43
121,2,Mareeba,Male,33.27,G2,1,,-17.01,145.43
165,2,Mareeba,Male,55.90,G2,1,,-17.01,145.43
168,2,Mareeba,Male,25.00,G2,1,,-17.01,145.43
182,2,Mareeba,Male,32.58,G2,1,,-17.01,145.43
185,2,Mareeba,Male,12.72,G2,1,,-17.01,145.43
238,2,Mareeba,Male,23.68,G2,1,,-17.01,145.43
244,2,Mareeba,Male,43.17,G2,1,,-17.01,145.43
253,2,Mareeba,Male,24.35,G2,1,,-17.01,145.43
264,2,Mareeba,Male,46.05,G2,1,,-17.01,145.43
303,2,Mareeba,Male,45.02,G2,2,,-17.01,145.43
312,2,Mareeba,Male,54.75,G2,2,,-17.01,145.43
326,2,Mareeba,Male,23.67,G2,2,,-17.01,145.43
336,2,Mareeba,Male,51.37,G2,2,,-17.01,145.43
391,2,Mareeba,Male,22.87,G2,2,,-17.01,145.43
399,2,Mareeba,Male,50.47,G2,2,,-17.01,145.43
480,2,Mareeba,Male,33.33,G2,2,,-17.01,145.43
481,2,Mareeba,Male,29.98,G2,2,,-17.01,145.43
484,2,Mareeba,Male,33.62,G2,2,,-17.01,145.43
501,2,Mareeba,Male,22.45,G2,2,,-17.01,145.43
517,2,Mareeba,Male,48.40,G2,2,,-17.01,145.43
533,2,Mareeba,Male,34.03,G2,2,,-17.01,145.43
553,2,Mareeba,Male,43.37,G2,2,,-17.01,145.43
575,2,Mareeba,Male,35.05,G2,2,,-17.01,145.43
587,2,Mareeba,Male,31.02,G2,2,,-17.01,145.43
14,2,S06,Female,31.48,G100-2,1,,-30.33,149.78
18,2,S06,Female,48.78,G100-2,1,,-30.33,149.78
19,2,S06,Female,33.88,G100-2,1,,-30.33,149.78
22,2,S06,Female,25.88,G100-2,1,,-30.33,149.78
28,2,S06,Female,42.07,G100-2,1,,-30.33,149.78
79,2,S06,Female,28.05,G100-2,1,,-30.33,149.78
161,2,S06,Female,42.18,G100-2,1,,-30.33,149.78
170,2,S06,Female,31.35,G100-2,1,,-30.33,149.78
198,2,S06,Female,22.85,G100-2,1,,-30.33,149.78
207,2,S06,Female,33.33,G100-2,1,,-30.33,149.78
215,2,S06,Female,38.10,G100-2,1,,-30.33,149.78
217,2,S06,Female,55.23,G100-2,1,,-30.33,149.78
233,2,S06,Female,34.37,G100-2,1,,-30.33,149.78
237,2,S06,Female,23.88,G100-2,1,,-30.33,149.78
279,2,S06,Female,38.57,G100-2,1,,-30.33,149.78
359,2,S06,Female,47.17,G100-2,2,,-30.33,149.78
365,2,S06,Female,58.32,G100-2,2,,-30.33,149.78
377,2,S06,Female,50.27,G100-2,2,,-30.33,149.78
381,2,S06,Female,46.20,G100-2,2,,-30.33,149.78
384,2,S06,Female,43.33,G100-2,2,,-30.33,149.78
406,2,S06,Female,23.43,G100-2,2,,-30.33,149.78
419,2,S06,Female,36.10,G100-2,2,,-30.33,149.78
477,2,S06,Female,22.13,G100-2,2,,-30.33,149.78
491,2,S06,Female,37.62,G100-2,2,,-30.33,149.78
496,2,S06,Female,53.42,G100-2,2,,-30.33,149.78
499,2,S06,Female,61.18,G100-2,2,,-30.33,149.78
503,2,S06,Female,40.27,G100-2,2,,-30.33,149.78
508,2,S06,Female,50.77,G100-2,2,,-30.33,149.78
563,2,S06,Female,41.07,G100-2,2,,-30.33,149.78
572,2,S06,Female,69.40,G100-2,2,,-30.33,149.78
3,2,S06,Male,48.18,G100-2,1,,-30.33,149.78
13,2,S06,Male,53.67,G100-2,1,,-30.33,149.78
45,2,S06,Male,38.97,G100-2,1,,-30.33,149.78
54,2,S06,Male,29.85,G100-2,1,,-30.33,149.78
80,2,S06,Male,13.90,G100-2,1,,-30.33,149.78
82,2,S06,Male,42.10,G100-2,1,,-30.33,149.78
128,2,S06,Male,52.58,G100-2,1,,-30.33,149.78
143,2,S06,Male,59.40,G100-2,1,,-30.33,149.78
148,2,S06,Male,73.73,G100-2,1,,-30.33,149.78
188,2,S06,Male,42.78,G100-2,1,,-30.33,149.78
202,2,S06,Male,47.97,G100-2,1,,-30.33,149.78
203,2,S06,Male,20.55,G100-2,1,,-30.33,149.78
225,2,S06,Male,34.72,G100-2,1,,-30.33,149.78
281,2,S06,Male,34.87,G100-2,1,,-30.33,149.78
311,2,S06,Male,37.48,G100-2,2,,-30.33,149.78
314,2,S06,Male,37.33,G100-2,2,,-30.33,149.78
342,2,S06,Male,70.48,G100-2,2,,-30.33,149.78
350,2,S06,Male,43.22,G100-2,2,,-30.33,149.78
355,2,S06,Male,56.85,G100-2,2,,-30.33,149.78
389,2,S06,Male,39.58,G100-2,2,,-30.33,149.78
458,2,S06,Male,37.82,G100-2,2,,-30.33,149.78
469,2,S06,Male,37.15,G100-2,2,,-30.33,149.78
470,2,S06,Male,47.88,G100-2,2,,-30.33,149.78
483,2,S06,Male,40.78,G100-2,2,,-30.33,149.78
511,2,S06,Male,46.58,G100-2,2,,-30.33,149.78
521,2,S06,Male,20.38,G100-2,2,,-30.33,149.78
530,2,S06,Male,58.20,G100-2,2,,-30.33,149.78
554,2,S06,Male,41.30,G100-2,2,,-30.33,149.78
10,3,Brisbane,Female,71.35,G2,1,,-27.41,152.90
15,3,Brisbane,Female,63.57,G2,1,,-27.41,152.90
19,3,Brisbane,Female,63.78,G2,1,,-27.41,152.90
41,3,Brisbane,Female,60.30,G2,1,,-27.41,152.90
63,3,Brisbane,Female,38.43,G2,1,,-27.41,152.90
71,3,Brisbane,Female,43.65,G2,1,,-27.41,152.90
75,3,Brisbane,Female,37.83,G2,1,,-27.41,152.90
85,3,Brisbane,Female,41.28,G2,1,,-27.41,152.90
87,3,Brisbane,Female,41.62,G2,1,,-27.41,152.90
99,3,Brisbane,Female,42.85,G2,1,,-27.41,152.90
103,3,Brisbane,Female,44.18,G2,1,,-27.41,152.90
134,3,Brisbane,Female,48.42,G2,1,,-27.41,152.90
137,3,Brisbane,Female,45.72,G2,1,,-27.41,152.90
138,3,Brisbane,Female,48.60,G2,1,,-27.41,152.90
165,3,Brisbane,Female,49.67,G2,1,,-27.41,152.90
166,3,Brisbane,Female,44.47,G2,1,,-27.41,152.90
167,3,Brisbane,Female,49.42,G2,1,,-27.41,152.90
173,3,Brisbane,Female,26.05,G2,1,,-27.41,152.90
177,3,Brisbane,Female,33.78,G2,1,,-27.41,152.90
186,3,Brisbane,Female,23.58,G2,1,,-27.41,152.90
187,3,Brisbane,Female,42.88,G2,1,,-27.41,152.90
197,3,Brisbane,Female,51.53,G2,1,,-27.41,152.90
202,3,Brisbane,Female,37.57,G2,1,,-27.41,152.90
204,3,Brisbane,Female,37.00,G2,1,,-27.41,152.90
216,3,Brisbane,Female,46.90,G2,1,,-27.41,152.90
252,3,Brisbane,Female,28.85,G2,1,,-27.41,152.90
255,3,Brisbane,Female,36.73,G2,1,,-27.41,152.90
272,3,Brisbane,Female,27.02,G2,1,,-27.41,152.90
279,3,Brisbane,Female,30.05,G2,1,,-27.41,152.90
28,3,Brisbane,Male,16.85,G2,1,,-27.41,152.90
31,3,Brisbane,Male,34.43,G2,1,,-27.41,152.90
32,3,Brisbane,Male,51.15,G2,1,,-27.41,152.90
36,3,Brisbane,Male,50.68,G2,1,,-27.41,152.90
46,3,Brisbane,Male,35.82,G2,1,,-27.41,152.90
52,3,Brisbane,Male,31.37,G2,1,,-27.41,152.90
53,3,Brisbane,Male,31.12,G2,1,,-27.41,152.90
65,3,Brisbane,Male,44.28,G2,1,,-27.41,152.90
102,3,Brisbane,Male,44.32,G2,1,,-27.41,152.90
104,3,Brisbane,Male,44.08,G2,1,,-27.41,152.90
105,3,Brisbane,Male,23.80,G2,1,,-27.41,152.90
106,3,Brisbane,Male,30.50,G2,1,,-27.41,152.90
111,3,Brisbane,Male,47.95,G2,1,,-27.41,152.90
125,3,Brisbane,Male,50.15,G2,1,,-27.41,152.90
178,3,Brisbane,Male,48.90,G2,1,,-27.41,152.90
193,3,Brisbane,Male,29.58,G2,1,,-27.41,152.90
206,3,Brisbane,Male,36.52,G2,1,,-27.41,152.90
209,3,Brisbane,Male,56.98,G2,1,,-27.41,152.90
211,3,Brisbane,Male,46.45,G2,1,,-27.41,152.90
213,3,Brisbane,Male,25.18,G2,1,,-27.41,152.90
220,3,Brisbane,Male,28.68,G2,1,,-27.41,152.90
231,3,Brisbane,Male,25.48,G2,1,,-27.41,152.90
234,3,Brisbane,Male,20.08,G2,1,,-27.41,152.90
240,3,Brisbane,Male,50.07,G2,1,,-27.41,152.90
249,3,Brisbane,Male,36.30,G2,1,,-27.41,152.90
258,3,Brisbane,Male,29.77,G2,1,,-27.41,152.90
261,3,Brisbane,Male,41.88,G2,1,,-27.41,152.90
269,3,Brisbane,Male,21.17,G2,1,,-27.41,152.90
285,3,Brisbane,Male,21.68,G2,1,,-27.41,152.90
294,3,Brisbane,Male,52.50,G2,1,,-27.41,152.90
9,3,Cape Tribulation,Female,45.48,G2,1,,-16.09,145.46
16,3,Cape Tribulation,Female,45.88,G2,1,,-16.09,145.46
26,3,Cape Tribulation,Female,30.15,G2,1,,-16.09,145.46
51,3,Cape Tribulation,Female,24.33,G2,1,,-16.09,145.46
57,3,Cape Tribulation,Female,52.05,G2,1,,-16.09,145.46
94,3,Cape Tribulation,Female,49.52,G2,1,,-16.09,145.46
107,3,Cape Tribulation,Female,53.00,G2,1,,-16.09,145.46
112,3,Cape Tribulation,Female,47.82,G2,1,,-16.09,145.46
117,3,Cape Tribulation,Female,56.10,G2,1,,-16.09,145.46
149,3,Cape Tribulation,Female,63.75,G2,1,,-16.09,145.46
157,3,Cape Tribulation,Female,55.50,G2,1,,-16.09,145.46
162,3,Cape Tribulation,Female,39.63,G2,1,,-16.09,145.46
179,3,Cape Tribulation,Female,44.00,G2,1,,-16.09,145.46
184,3,Cape Tribulation,Female,35.13,G2,1,,-16.09,145.46
192,3,Cape Tribulation,Female,30.37,G2,1,,-16.09,145.46
205,3,Cape Tribulation,Female,42.27,G2,1,,-16.09,145.46
208,3,Cape Tribulation,Female,46.25,G2,1,,-16.09,145.46
217,3,Cape Tribulation,Female,35.78,G2,1,,-16.09,145.46
241,3,Cape Tribulation,Female,55.97,G2,1,,-16.09,145.46
242,3,Cape Tribulation,Female,48.73,G2,1,,-16.09,145.46
243,3,Cape Tribulation,Female,50.95,G2,1,,-16.09,145.46
253,3,Cape Tribulation,Female,64.65,G2,1,,-16.09,145.46
260,3,Cape Tribulation,Female,60.75,G2,1,,-16.09,145.46
280,3,Cape Tribulation,Female,43.12,G2,1,,-16.09,145.46
287,3,Cape Tribulation,Female,31.60,G2,1,,-16.09,145.46
288,3,Cape Tribulation,Female,34.92,G2,1,c,-16.09,145.46
289,3,Cape Tribulation,Female,43.50,G2,1,,-16.09,145.46
298,3,Cape Tribulation,Female,44.05,G2,1,,-16.09,145.46
299,3,Cape Tribulation,Female,74.87,G2,1,,-16.09,145.46
1,3,Cape Tribulation,Male,49.55,G2,1,,-16.09,145.46
34,3,Cape Tribulation,Male,50.90,G2,1,,-16.09,145.46
44,3,Cape Tribulation,Male,35.50,G2,1,,-16.09,145.46
47,3,Cape Tribulation,Male,39.45,G2,1,,-16.09,145.46
59,3,Cape Tribulation,Male,46.53,G2,1,,-16.09,145.46
64,3,Cape Tribulation,Male,44.70,G2,1,,-16.09,145.46
74,3,Cape Tribulation,Male,52.42,G2,1,,-16.09,145.46
76,3,Cape Tribulation,Male,37.68,G2,1,,-16.09,145.46
88,3,Cape Tribulation,Male,25.68,G2,1,,-16.09,145.46
95,3,Cape Tribulation,Male,42.20,G2,1,,-16.09,145.46
100,3,Cape Tribulation,Male,43.02,G2,1,,-16.09,145.46
113,3,Cape Tribulation,Male,43.58,G2,1,,-16.09,145.46
119,3,Cape Tribulation,Male,21.18,G2,1,,-16.09,145.46
128,3,Cape Tribulation,Male,21.98,G2,1,,-16.09,145.46
131,3,Cape Tribulation,Male,45.18,G2,1,,-16.09,145.46
139,3,Cape Tribulation,Male,52.02,G2,1,,-16.09,145.46
141,3,Cape Tribulation,Male,28.52,G2,1,,-16.09,145.46
146,3,Cape Tribulation,Male,51.10,G2,1,,-16.09,145.46
150,3,Cape Tribulation,Male,46.30,G2,1,,-16.09,145.46
158,3,Cape Tribulation,Male,37.47,G2,1,,-16.09,145.46
160,3,Cape Tribulation,Male,45.92,G2,1,,-16.09,145.46
183,3,Cape Tribulation,Male,48.57,G2,1,,-16.09,145.46
219,3,Cape Tribulation,Male,47.07,G2,1,,-16.09,145.46
223,3,Cape Tribulation,Male,32.50,G2,1,,-16.09,145.46
224,3,Cape Tribulation,Male,38.67,G2,1,,-16.09,145.46
250,3,Cape Tribulation,Male,33.13,G2,1,,-16.09,145.46
254,3,Cape Tribulation,Male,33.60,G2,1,,-16.09,145.46
270,3,Cape Tribulation,Male,37.82,G2,1,,-16.09,145.46
292,3,Cape Tribulation,Male,38.70,G2,1,,-16.09,145.46
7,3,Narrabri,Female,49.80,G2,1,,-30.33,149.78
8,3,Narrabri,Female,50.13,G2,1,,-30.33,149.78
11,3,Narrabri,Female,33.57,G2,1,,-30.33,149.78
35,3,Narrabri,Female,60.08,G2,1,,-30.33,149.78
55,3,Narrabri,Female,54.17,G2,1,,-30.33,149.78
66,3,Narrabri,Female,56.13,G2,1,,-30.33,149.78
73,3,Narrabri,Female,52.58,G2,1,,-30.33,149.78
83,3,Narrabri,Female,33.65,G2,1,,-30.33,149.78
109,3,Narrabri,Female,30.18,G2,1,,-30.33,149.78
122,3,Narrabri,Female,44.60,G2,1,,-30.33,149.78
126,3,Narrabri,Female,44.78,G2,1,,-30.33,149.78
142,3,Narrabri,Female,38.50,G2,1,,-30.33,149.78
147,3,Narrabri,Female,37.98,G2,1,,-30.33,149.78
152,3,Narrabri,Female,27.90,G2,1,,-30.33,149.78
156,3,Narrabri,Female,20.18,G2,1,,-30.33,149.78
169,3,Narrabri,Female,49.32,G2,1,,-30.33,149.78
171,3,Narrabri,Female,52.08,G2,1,,-30.33,149.78
175,3,Narrabri,Female,27.08,G2,1,,-30.33,149.78
176,3,Narrabri,Female,49.10,G2,1,,-30.33,149.78
180,3,Narrabri,Female,14.18,G2,1,,-30.33,149.78
190,3,Narrabri,Female,48.20,G2,1,,-30.33,149.78
201,3,Narrabri,Female,63.82,G2,1,,-30.33,149.78
214,3,Narrabri,Female,36.05,G2,1,,-30.33,149.78
218,3,Narrabri,Female,41.73,G2,1,,-30.33,149.78
244,3,Narrabri,Female,32.85,G2,1,,-30.33,149.78
256,3,Narrabri,Female,41.35,G2,1,,-30.33,149.78
266,3,Narrabri,Female,56.82,G2,1,,-30.33,149.78
268,3,Narrabri,Female,49.93,G2,1,,-30.33,149.78
277,3,Narrabri,Female,58.10,G2,1,,-30.33,149.78
295,3,Narrabri,Female,75.10,G2,1,,-30.33,149.78
4,3,Narrabri,Male,29.08,G2,1,,-30.33,149.78
22,3,Narrabri,Male,47.13,G2,1,,-30.33,149.78
56,3,Narrabri,Male,43.20,G2,1,,-30.33,149.78
67,3,Narrabri,Male,48.52,G2,1,,-30.33,149.78
69,3,Narrabri,Male,32.35,G2,1,,-30.33,149.78
78,3,Narrabri,Male,37.17,G2,1,,-30.33,149.78
86,3,Narrabri,Male,47.03,G2,1,,-30.33,149.78
98,3,Narrabri,Male,20.80,G2,1,,-30.33,149.78
135,3,Narrabri,Male,45.43,G2,1,,-30.33,149.78
140,3,Narrabri,Male,36.85,G2,1,,-30.33,149.78
151,3,Narrabri,Male,46.20,G2,1,,-30.33,149.78
161,3,Narrabri,Male,23.32,G2,1,,-30.33,149.78
168,3,Narrabri,Male,58.07,G2,1,,-30.33,149.78
188,3,Narrabri,Male,48.38,G2,1,,-30.33,149.78
189,3,Narrabri,Male,30.60,G2,1,,-30.33,149.78
194,3,Narrabri,Male,43.23,G2,1,,-30.33,149.78
200,3,Narrabri,Male,34.85,G2,1,,-30.33,149.78
210,3,Narrabri,Male,53.52,G2,1,,-30.33,149.78
212,3,Narrabri,Male,46.63,G2,1,,-30.33,149.78
226,3,Narrabri,Male,38.82,G2,1,,-30.33,149.78
237,3,Narrabri,Male,20.30,G2,1,,-30.33,149.78
238,3,Narrabri,Male,15.57,G2,1,,-30.33,149.78
251,3,Narrabri,Male,33.33,G2,1,,-30.33,149.78
257,3,Narrabri,Male,33.95,G2,1,,-30.33,149.78
264,3,Narrabri,Male,27.42,G2,1,,-30.33,149.78
265,3,Narrabri,Male,23.33,G2,1,,-30.33,149.78
274,3,Narrabri,Male,42.65,G2,1,,-30.33,149.78
276,3,Narrabri,Male,42.82,G2,1,,-30.33,149.78
284,3,Narrabri,Male,19.73,G2,1,,-30.33,149.78
300,3,Narrabri,Male,39.30,G2,1,,-30.33,149.78
12,3,S06,Female,33.62,G100-3,1,,-30.33,149.78
14,3,S06,Female,45.68,G100-3,1,,-30.33,149.78
24,3,S06,Female,61.97,G100-3,1,,-30.33,149.78
25,3,S06,Female,30.10,G100-3,1,,-30.33,149.78
29,3,S06,Female,51.47,G100-3,1,,-30.33,149.78
42,3,S06,Female,35.30,G100-3,1,,-30.33,149.78
45,3,S06,Female,39.73,G100-3,1,,-30.33,149.78
48,3,S06,Female,54.42,G100-3,1,,-30.33,149.78
50,3,S06,Female,14.80,G100-3,1,,-30.33,149.78
60,3,S06,Female,48.00,G100-3,1,,-30.33,149.78
61,3,S06,Female,31.85,G100-3,1,,-30.33,149.78
80,3,S06,Female,37.05,G100-3,1,,-30.33,149.78
108,3,S06,Female,35.48,G100-3,1,,-30.33,149.78
114,3,S06,Female,34.80,G100-3,1,,-30.33,149.78
127,3,S06,Female,36.20,G100-3,1,,-30.33,149.78
133,3,S06,Female,19.80,G100-3,1,,-30.33,149.78
154,3,S06,Female,71.52,G100-3,1,,-30.33,149.78
164,3,S06,Female,44.63,G100-3,1,,-30.33,149.78
182,3,S06,Female,42.90,G100-3,1,,-30.33,149.78
185,3,S06,Female,35.33,G100-3,1,,-30.33,149.78
191,3,S06,Female,60.78,G100-3,1,,-30.33,149.78
203,3,S06,Female,37.25,G100-3,1,,-30.33,149.78
207,3,S06,Female,52.93,G100-3,1,,-30.33,149.78
232,3,S06,Female,40.87,G100-3,1,,-30.33,149.78
233,3,S06,Female,64.28,G100-3,1,,-30.33,149.78
239,3,S06,Female,39.02,G100-3,1,,-30.33,149.78
245,3,S06,Female,56.23,G100-3,1,,-30.33,149.78
248,3,S06,Female,16.72,G100-3,1,,-30.33,149.78
262,3,S06,Female,31.02,G100-3,1,,-30.33,149.78
267,3,S06,Female,59.57,G100-3,1,,-30.33,149.78
23,3,S06,Male,42.73,G100-3,1,,-30.33,149.78
58,3,S06,Male,17.13,G100-3,1,,-30.33,149.78
68,3,S06,Male,48.82,G100-3,1,,-30.33,149.78
79,3,S06,Male,20.63,G100-3,1,,-30.33,149.78
84,3,S06,Male,40.98,G100-3,1,,-30.33,149.78
90,3,S06,Male,39.07,G100-3,1,,-30.33,149.78
91,3,S06,Male,51.33,G100-3,1,,-30.33,149.78
96,3,S06,Male,47.47,G100-3,1,,-30.33,149.78
97,3,S06,Male,42.60,G100-3,1,,-30.33,149.78
101,3,S06,Male,44.43,G100-3,1,,-30.33,149.78
118,3,S06,Male,19.07,G100-3,1,,-30.33,149.78
144,3,S06,Male,46.62,G100-3,1,,-30.33,149.78
153,3,S06,Male,14.38,G100-3,1,,-30.33,149.78
172,3,S06,Male,19.10,G100-3,1,,-30.33,149.78
174,3,S06,Male,44.12,G100-3,1,,-30.33,149.78
181,3,S06,Male,54.03,G100-3,1,,-30.33,149.78
195,3,S06,Male,43.42,G100-3,1,,-30.33,149.78
196,3,S06,Male,47.72,G100-3,1,,-30.33,149.78
199,3,S06,Male,51.27,G100-3,1,,-30.33,149.78
225,3,S06,Male,45.53,G100-3,1,,-30.33,149.78
227,3,S06,Male,18.03,G100-3,1,,-30.33,149.78
235,3,S06,Male,50.42,G100-3,1,,-30.33,149.78
247,3,S06,Male,53.15,G100-3,1,,-30.33,149.78
275,3,S06,Male,14.57,G100-3,1,,-30.33,149.78
278,3,S06,Male,30.22,G100-3,1,,-30.33,149.78
282,3,S06,Male,31.32,G100-3,1,,-30.33,149.78
290,3,S06,Male,52.23,G100-3,1,,-30.33,149.78
293,3,S06,Male,18.45,G100-3,1,,-30.33,149.78
296,3,S06,Male,48.33,G100-3,1,,-30.33,149.78
297,3,S06,Male,39.10,G100-3,1,,-30.33,149.78
2,3,Utchee Creek,Female,41.18,G2,1,,-17.60,145.99
13,3,Utchee Creek,Female,65.13,G2,1,,-17.60,145.99
18,3,Utchee Creek,Female,57.05,G2,1,,-17.60,145.99
20,3,Utchee Creek,Female,53.60,G2,1,,-17.60,145.99
33,3,Utchee Creek,Female,57.33,G2,1,,-17.60,145.99
38,3,Utchee Creek,Female,50.52,G2,1,,-17.60,145.99
40,3,Utchee Creek,Female,42.58,G2,1,,-17.60,145.99
43,3,Utchee Creek,Female,39.67,G2,1,,-17.60,145.99
62,3,Utchee Creek,Female,38.55,G2,1,,-17.60,145.99
70,3,Utchee Creek,Female,49.07,G2,1,,-17.60,145.99
82,3,Utchee Creek,Female,29.00,G2,1,,-17.60,145.99
89,3,Utchee Creek,Female,47.17,G2,1,,-17.60,145.99
92,3,Utchee Creek,Female,47.33,G2,1,,-17.60,145.99
93,3,Utchee Creek,Female,39.42,G2,1,,-17.60,145.99
110,3,Utchee Creek,Female,35.22,G2,1,,-17.60,145.99
120,3,Utchee Creek,Female,43.17,G2,1,,-17.60,145.99
123,3,Utchee Creek,Female,35.95,G2,1,,-17.60,145.99
124,3,Utchee Creek,Female,62.97,G2,1,c,-17.60,145.99
143,3,Utchee Creek,Female,38.33,G2,1,,-17.60,145.99
148,3,Utchee Creek,Female,50.88,G2,1,,-17.60,145.99
155,3,Utchee Creek,Female,50.60,G2,1,,-17.60,145.99
215,3,Utchee Creek,Female,51.12,G2,1,,-17.60,145.99
222,3,Utchee Creek,Female,5.48,G2,1,,-17.60,145.99
230,3,Utchee Creek,Female,41.32,G2,1,,-17.60,145.99
236,3,Utchee Creek,Female,32.03,G2,1,,-17.60,145.99
246,3,Utchee Creek,Female,74.38,G2,1,,-17.60,145.99
259,3,Utchee Creek,Female,49.28,G2,1,,-17.60,145.99
271,3,Utchee Creek,Female,75.78,G2,1,terminated,-17.60,145.99
286,3,Utchee Creek,Female,21.95,G2,1,,-17.60,145.99
3,3,Utchee Creek,Male,41.38,G2,1,,-17.60,145.99
5,3,Utchee Creek,Male,33.18,G2,1,,-17.60,145.99
6,3,Utchee Creek,Male,21.73,G2,1,,-17.60,145.99
17,3,Utchee Creek,Male,33.92,G2,1,,-17.60,145.99
21,3,Utchee Creek,Male,29.87,G2,1,,-17.60,145.99
27,3,Utchee Creek,Male,47.12,G2,1,,-17.60,145.99
37,3,Utchee Creek,Male,55.58,G2,1,,-17.60,145.99
54,3,Utchee Creek,Male,38.95,G2,1,,-17.60,145.99
72,3,Utchee Creek,Male,60.85,G2,1,,-17.60,145.99
77,3,Utchee Creek,Male,20.62,G2,1,,-17.60,145.99
