num,exp,com,pops,pop,sex,trt,gen,time,status,rep
904,7,0,Narrabri,NB,Female,Desiccant,G6,26,1,1
908,7,0,S06,S06,Female,Desiccant,G100_7,26,1,3
914,7,0,Narrabri,NB,Female,Desiccant,G6,26,1,2
918,7,0,Narrabri,NB,Male,Desiccant,G6,26,1,2
921,7,0,S06,S06,Male,Control,G100_7,26,1,2
938,7,0,Narrabri,NB,Male,Desiccant,G6,26,1,2
941,7,0,S06,S06,Female,Control,G100_7,26,1,3
955,7,0,Utchee Creek,UC,Female,Control,G6,26,1,2
956,7,0,Brisbane,BR,Male,Desiccant,G6,26,1,3
960,7,0,Utchee Creek,UC,Female,Control,G6,26,1,1
521,7,0,Narrabri,NB,Male,Desiccant,G6,26,1,2
16,7,0,Utchee Creek,UC,Female,Desiccant,G6,28,1,1
19,7,0,Narrabri,NB,Male,Desiccant,G6,28,1,2
20,7,0,Brisbane,BR,Female,Control,G6,28,1,2
112,7,0,Brisbane,BR,Female,Desiccant,G6,28,1,1
148,7,0,Utchee Creek,UC,Female,Control,G6,28,1,2
169,7,0,Narrabri,NB,Male,Desiccant,G6,28,1,1
179,7,0,Brisbane,BR,Female,Desiccant,G6,28,1,3
202,7,0,Narrabri,NB,Male,Control,G6,28,1,3
232,7,0,Narrabri,NB,Female,Desiccant,G6,28,1,1
255,7,0,Utchee Creek,UC,Male,Desiccant,G6,28,1,2
258,7,0,Brisbane,BR,Female,Desiccant,G6,28,1,1
273,7,0,Brisbane,BR,Male,Desiccant,G6,28,1,1
294,7,0,Narrabri,NB,Female,Control,G6,28,1,2
305,7,0,S06,S06,Female,Desiccant,G100_7,28,1,2
311,7,0,S06,S06,Female,Desiccant,G100_7,28,1,3
324,7,0,Utchee Creek,UC,Male,Control,G6,28,1,3
330,7,0,Utchee Creek,UC,Male,Control,G6,28,1,3
331,7,0,Utchee Creek,UC,Male,Control,G6,28,1,1
344,7,0,Utchee Creek,UC,Male,Desiccant,G6,28,1,1
352,7,0,Narrabri,NB,Male,Desiccant,G6,28,1,2
359,7,0,Narrabri,NB,Male,Control,G6,28,1,3
377,7,0,Narrabri,NB,Male,Desiccant,G6,28,1,2
379,7,0,S06,S06,Male,Control,G100_7,28,1,1
382,7,0,Utchee Creek,UC,Female,Desiccant,G6,28,1,3
407,7,0,Brisbane,BR,Male,Desiccant,G6,28,1,3
419,7,0,Brisbane,BR,Male,Desiccant,G6,28,1,2
443,7,0,Utchee Creek,UC,Female,Desiccant,G6,28,1,2
452,7,0,Brisbane,BR,Female,Desiccant,G6,28,1,2
453,7,0,Utchee Creek,UC,Male,Control,G6,28,1,2
494,7,0,Brisbane,BR,Male,Desiccant,G6,28,1,1
513,7,0,S06,S06,Female,Control,G100_7,28,1,3
495,7,0,Brisbane,BR,Male,Control,G6,28,1,3
532,7,0,Narrabri,NB,Male,Desiccant,G6,28,1,1
535,7,0,Utchee Creek,UC,Female,Desiccant,G6,28,1,2
541,7,0,Brisbane,BR,Female,Desiccant,G6,28,1,1
545,7,0,Utchee Creek,UC,Male,Desiccant,G6,28,1,2
552,7,0,Brisbane,BR,Male,Desiccant,G6,28,1,2
554,7,0,Brisbane,BR,Female,Desiccant,G6,28,1,1
569,7,0,S06,S06,Male,Desiccant,G100_7,28,1,1
576,7,0,Utchee Creek,UC,Female,Desiccant,G6,28,1,3
595,7,0,Brisbane,BR,Female,Desiccant,G6,28,1,1
601,7,0,S06,S06,Male,Control,G100_7,28,1,2
605,7,0,Brisbane,BR,Male,Desiccant,G6,28,1,1
606,7,0,Utchee Creek,UC,Male,Desiccant,G6,28,1,3
610,7,0,S06,S06,Male,Desiccant,G100_7,28,1,2
612,7,0,S06,S06,Female,Desiccant,G100_7,28,1,1
615,7,0,Narrabri,NB,Male,Desiccant,G6,28,1,2
622,7,0,Brisbane,BR,Male,Desiccant,G6,28,1,3
627,7,0,S06,S06,Female,Control,G100_7,28,1,3
633,7,0,Utchee Creek,UC,Male,Desiccant,G6,28,1,3
637,7,0,S06,S06,Male,Desiccant,G100_7,28,1,2
694,7,0,Brisbane,BR,Female,Desiccant,G6,28,1,2
710,7,0,Brisbane,BR,Female,Control,G6,28,1,2
712,7,0,Narrabri,NB,Male,Desiccant,G6,28,1,2
740,7,0,Narrabri,NB,Female,Desiccant,G6,28,1,3
753,7,0,Narrabri,NB,Female,Control,G6,28,1,1
757,7,0,Narrabri,NB,Male,Desiccant,G6,28,1,3
763,7,0,Brisbane,BR,Male,Control,G6,28,1,2
775,7,0,Narrabri,NB,Male,Desiccant,G6,28,1,3
782,7,0,S06,S06,Female,Control,G100_7,28,1,3
788,7,0,Brisbane,BR,Male,Desiccant,G6,28,1,2
797,7,0,S06,S06,Male,Control,G100_7,28,1,2
801,7,0,Narrabri,NB,Male,Desiccant,G6,28,1,2
802,7,0,Brisbane,BR,Male,Control,G6,28,1,3
810,7,0,Narrabri,NB,Male,Desiccant,G6,28,1,1
818,7,0,S06,S06,Male,Desiccant,G100_7,28,1,3
821,7,0,Brisbane,BR,Male,Desiccant,G6,28,1,3
827,7,0,Utchee Creek,UC,Female,Desiccant,G6,28,1,1
828,7,0,Utchee Creek,UC,Female,Desiccant,G6,28,1,2
841,7,0,Brisbane,BR,Male,Control,G6,28,1,3
872,7,0,Brisbane,BR,Male,Control,G6,28,1,1
901,7,0,Brisbane,BR,Male,Control,G6,28,1,1
903,7,0,Utchee Creek,UC,Male,Desiccant,G6,28,1,1
927,7,0,Brisbane,BR,Male,Desiccant,G6,28,1,1
928,7,0,Utchee Creek,UC,Male,Desiccant,G6,28,1,3
949,7,0,Narrabri,NB,Male,Desiccant,G6,28,1,3
951,7,0,Narrabri,NB,Male,Desiccant,G6,28,1,3
8,7,0,Utchee Creek,UC,Female,Desiccant,G6,30,1,3
15,7,0,S06,S06,Female,Control,G100_7,30,1,3
18,7,0,Brisbane,BR,Male,Control,G6,30,1,2
21,7,0,Brisbane,BR,Female,Control,G6,30,1,2
38,7,0,Brisbane,BR,Male,Desiccant,G6,30,1,1
54,7,0,Narrabri,NB,Male,Desiccant,G6,30,1,1
58,7,0,Brisbane,BR,Male,Desiccant,G6,30,1,1
60,7,0,Utchee Creek,UC,Female,Desiccant,G6,30,1,2
62,7,0,Utchee Creek,UC,Male,Desiccant,G6,30,1,1
76,7,0,Brisbane,BR,Male,Control,G6,30,1,1
94,7,0,Brisbane,BR,Female,Control,G6,30,1,1
106,7,0,Utchee Creek,UC,Male,Desiccant,G6,30,1,2
108,7,0,Brisbane,BR,Female,Desiccant,G6,30,1,3
115,7,0,S06,S06,Female,Control,G100_7,30,1,2
135,7,0,Narrabri,NB,Male,Desiccant,G6,30,1,3
157,7,0,Narrabri,NB,Female,Desiccant,G6,30,1,2
171,7,0,Brisbane,BR,Male,Desiccant,G6,30,1,3
172,7,0,Narrabri,NB,Male,Control,G6,30,1,2
181,7,0,Narrabri,NB,Female,Control,G6,30,1,1
187,7,0,S06,S06,Female,Desiccant,G100_7,30,1,1
195,7,0,Brisbane,BR,Male,Control,G6,30,1,2
201,7,0,Narrabri,NB,Male,Desiccant,G6,30,1,2
208,7,0,Utchee Creek,UC,Male,Desiccant,G6,30,1,1
213,7,0,Narrabri,NB,Female,Desiccant,G6,30,1,2
214,7,0,Brisbane,BR,Male,Desiccant,G6,30,1,2
225,7,0,Utchee Creek,UC,Male,Control,G6,30,1,3
266,7,0,Utchee Creek,UC,Male,Desiccant,G6,30,1,3
275,7,0,Narrabri,NB,Female,Desiccant,G6,30,1,1
280,7,0,Brisbane,BR,Male,Desiccant,G6,30,1,1
281,7,0,Narrabri,NB,Female,Desiccant,G6,30,1,2
286,7,0,Utchee Creek,UC,Male,Desiccant,G6,30,1,2
292,7,0,S06,S06,Male,Control,G100_7,30,1,1
317,7,0,Brisbane,BR,Female,Desiccant,G6,30,1,3
318,7,0,Utchee Creek,UC,Male,Control,G6,30,1,2
353,7,0,Brisbane,BR,Male,Desiccant,G6,30,1,2
357,7,0,Brisbane,BR,Male,Desiccant,G6,30,1,2
366,7,0,Narrabri,NB,Female,Control,G6,30,1,1
368,7,0,Brisbane,BR,Female,Control,G6,30,1,1
387,7,0,Narrabri,NB,Female,Control,G6,30,1,1
401,7,0,Utchee Creek,UC,Female,Desiccant,G6,30,1,3
412,7,0,Narrabri,NB,Female,Desiccant,G6,30,1,2
423,7,0,Brisbane,BR,Female,Control,G6,30,1,3
425,7,0,Narrabri,NB,Female,Desiccant,G6,30,1,3
427,7,0,Brisbane,BR,Male,Desiccant,G6,30,1,1
432,7,0,Brisbane,BR,Female,Desiccant,G6,30,1,3
461,7,0,Narrabri,NB,Female,Desiccant,G6,30,1,1
472,7,0,Brisbane,BR,Male,Desiccant,G6,30,1,2
485,7,0,Narrabri,NB,Male,Desiccant,G6,30,1,1
503,7,0,S06,S06,Female,Control,G100_7,30,1,1
505,7,0,Narrabri,NB,Female,Control,G6,30,1,1
514,7,0,Utchee Creek,UC,Female,Desiccant,G6,30,1,2
518,7,0,Brisbane,BR,Female,Control,G6,30,1,2
522,7,0,Brisbane,BR,Female,Desiccant,G6,30,1,1
526,7,0,Brisbane,BR,Female,Desiccant,G6,30,1,2
530,7,0,Utchee Creek,UC,Male,Desiccant,G6,30,1,1
536,7,0,Brisbane,BR,Female,Control,G6,30,1,1
579,7,0,Utchee Creek,UC,Female,Control,G6,30,1,1
581,7,0,Brisbane,BR,Male,Control,G6,30,1,1
593,7,0,Narrabri,NB,Female,Desiccant,G6,30,1,2
617,7,0,Narrabri,NB,Female,Desiccant,G6,30,1,3
618,7,0,Brisbane,BR,Female,Desiccant,G6,30,1,3
628,7,0,Narrabri,NB,Female,Desiccant,G6,30,1,3
629,7,0,Utchee Creek,UC,Male,Control,G6,30,1,1
639,7,0,S06,S06,Male,Control,G100_7,30,1,3
657,7,0,Brisbane,BR,Female,Control,G6,30,1,2
662,7,0,Utchee Creek,UC,Female,Control,G6,30,1,3
668,7,0,Utchee Creek,UC,Female,Control,G6,30,1,1
680,7,0,Utchee Creek,UC,Male,Desiccant,G6,30,1,2
695,7,0,Utchee Creek,UC,Male,Control,G6,30,1,2
699,7,0,Brisbane,BR,Female,Desiccant,G6,30,1,2
715,7,0,Utchee Creek,UC,Male,Desiccant,G6,30,1,2
716,7,0,Brisbane,BR,Male,Desiccant,G6,30,1,3
724,7,0,Utchee Creek,UC,Male,Desiccant,G6,30,1,2
725,7,0,Brisbane,BR,Male,Control,G6,30,1,3
727,7,0,Narrabri,NB,Male,Control,G6,30,1,1
733,7,0,Brisbane,BR,Female,Desiccant,G6,30,1,2
734,7,0,Brisbane,BR,Female,Control,G6,30,1,3
759,7,0,Narrabri,NB,Male,Control,G6,30,1,2
764,7,0,Narrabri,NB,Female,Desiccant,G6,30,1,3
770,7,0,Utchee Creek,UC,Female,Control,G6,30,1,2
795,7,0,Narrabri,NB,Male,Desiccant,G6,30,1,1
814,7,0,Utchee Creek,UC,Male,Desiccant,G6,30,1,3
822,7,0,Utchee Creek,UC,Female,Control,G6,30,1,1
840,7,0,Brisbane,BR,Female,Control,G6,30,1,3
856,7,0,Narrabri,NB,Male,Control,G6,30,1,1
858,7,0,Narrabri,NB,Female,Desiccant,G6,30,1,2
866,7,0,Brisbane,BR,Female,Desiccant,G6,30,1,1
877,7,0,Narrabri,NB,Male,Control,G6,30,1,3
882,7,0,Brisbane,BR,Female,Desiccant,G6,30,1,3
905,7,0,Narrabri,NB,Male,Control,G6,30,1,3
907,7,0,Narrabri,NB,Female,Desiccant,G6,30,1,1
922,7,0,Narrabri,NB,Male,Desiccant,G6,30,1,1
946,7,0,Utchee Creek,UC,Female,Desiccant,G6,30,1,1
958,7,0,Narrabri,NB,Male,Desiccant,G6,30,1,2
14,7,0,Narrabri,NB,Female,Control,G6,32,1,1
31,7,0,Utchee Creek,UC,Female,Desiccant,G6,32,1,2
32,7,0,Brisbane,BR,Female,Desiccant,G6,32,1,1
34,7,0,Utchee Creek,UC,Female,Control,G6,32,1,1
45,7,0,Utchee Creek,UC,Female,Desiccant,G6,32,1,1
56,7,0,Narrabri,NB,Female,Desiccant,G6,32,1,2
74,7,0,Narrabri,NB,Female,Desiccant,G6,32,1,3
89,7,0,Narrabri,NB,Male,Desiccant,G6,32,1,1
121,7,0,Utchee Creek,UC,Male,Control,G6,32,1,1
144,7,0,S06,S06,Male,Desiccant,G100_7,32,1,3
146,7,0,Narrabri,NB,Female,Desiccant,G6,32,1,3
150,7,0,Narrabri,NB,Female,Desiccant,G6,32,1,3
193,7,0,S06,S06,Female,Control,G100_7,32,1,2
196,7,0,Narrabri,NB,Female,Control,G6,32,1,3
250,7,0,Narrabri,NB,Female,Control,G6,32,1,3
252,7,0,Narrabri,NB,Female,Desiccant,G6,32,1,1
256,7,0,S06,S06,Female,Control,G100_7,32,1,2
257,7,0,S06,S06,Female,Control,G100_7,32,1,1
272,7,0,Brisbane,BR,Male,Desiccant,G6,32,1,3
290,7,0,S06,S06,Female,Control,G100_7,32,1,2
296,7,0,Utchee Creek,UC,Male,Control,G6,32,1,1
287,7,0,Utchee Creek,UC,Male,Desiccant,G6,32,1,3
303,7,0,Brisbane,BR,Male,Control,G6,32,1,2
335,7,0,Narrabri,NB,Male,Control,G6,32,1,3
336,7,0,Brisbane,BR,Male,Control,G6,32,1,2
341,7,0,Narrabri,NB,Male,Desiccant,G6,32,1,1
354,7,0,Narrabri,NB,Male,Control,G6,32,1,1
396,7,0,Narrabri,NB,Female,Desiccant,G6,32,1,2
417,7,0,Narrabri,NB,Female,Desiccant,G6,32,1,3
418,7,0,Brisbane,BR,Male,Desiccant,G6,32,1,3
431,7,0,S06,S06,Female,Control,G100_7,32,1,3
433,7,0,Brisbane,BR,Male,Desiccant,G6,32,1,2
450,7,0,Utchee Creek,UC,Male,Desiccant,G6,32,1,2
454,7,0,Brisbane,BR,Female,Control,G6,32,1,1
457,7,0,Brisbane,BR,Male,Control,G6,32,1,1
455,7,0,Narrabri,NB,Female,Desiccant,G6,32,1,1
462,7,0,Utchee Creek,UC,Male,Control,G6,32,1,2
482,7,0,Narrabri,NB,Male,Control,G6,32,1,2
500,7,0,Narrabri,NB,Male,Desiccant,G6,32,1,3
509,7,0,Narrabri,NB,Male,Control,G6,32,1,1
516,7,0,S06,S06,Male,Control,G100_7,32,1,2
520,7,0,Utchee Creek,UC,Female,Control,G6,32,1,2
528,7,0,Narrabri,NB,Female,Desiccant,G6,32,1,1
543,7,0,Utchee Creek,UC,Male,Control,G6,32,1,2
549,7,0,Utchee Creek,UC,Female,Control,G6,32,1,1
578,7,0,S06,S06,Male,Control,G100_7,32,1,3
566,7,0,Utchee Creek,UC,Female,Control,G6,32,1,1
604,7,0,Narrabri,NB,Female,Desiccant,G6,32,1,1
634,7,0,Brisbane,BR,Female,Control,G6,32,1,2
661,7,0,Narrabri,NB,Male,Control,G6,32,1,1
681,7,0,Narrabri,NB,Female,Desiccant,G6,32,1,1
686,7,0,Utchee Creek,UC,Female,Desiccant,G6,32,1,1
718,7,0,Narrabri,NB,Female,Desiccant,G6,32,1,3
736,7,0,Utchee Creek,UC,Male,Desiccant,G6,32,1,1
739,7,0,Brisbane,BR,Female,Control,G6,32,1,3
745,7,0,Utchee Creek,UC,Female,Control,G6,32,1,2
748,7,0,Utchee Creek,UC,Female,Control,G6,32,1,3
750,7,0,Utchee Creek,UC,Male,Control,G6,32,1,1
754,7,0,Utchee Creek,UC,Male,Desiccant,G6,32,1,1
756,7,0,Brisbane,BR,Male,Desiccant,G6,32,1,1
766,7,0,Utchee Creek,UC,Female,Desiccant,G6,32,1,1
771,7,0,S06,S06,Female,Control,G100_7,32,1,2
803,7,0,Brisbane,BR,Male,Desiccant,G6,32,1,3
807,7,0,S06,S06,Male,Control,G100_7,32,1,1
809,7,0,Brisbane,BR,Female,Control,G6,32,1,2
870,7,0,Utchee Creek,UC,Female,Control,G6,32,1,3
884,7,0,Utchee Creek,UC,Female,Desiccant,G6,32,1,2
909,7,0,Utchee Creek,UC,Female,Desiccant,G6,32,1,2
945,7,0,Narrabri,NB,Male,Control,G6,32,1,1
950,7,0,Brisbane,BR,Male,Desiccant,G6,32,1,3
52,7,0,Utchee Creek,UC,Female,Control,G6,34,1,2
109,7,0,Brisbane,BR,Male,Desiccant,G6,34,1,2
145,7,0,S06,S06,Female,Desiccant,G100_7,34,1,3
155,7,0,Utchee Creek,UC,Female,Control,G6,34,1,2
216,7,0,Narrabri,NB,Male,Desiccant,G6,34,1,3
229,7,0,Brisbane,BR,Female,Desiccant,G6,34,1,3
264,7,0,Utchee Creek,UC,Female,Desiccant,G6,34,1,3
269,7,0,Brisbane,BR,Female,Control,G6,34,1,1
304,7,0,Utchee Creek,UC,Female,Desiccant,G6,34,1,1
308,7,0,Narrabri,NB,Female,Control,G6,34,1,2
388,7,0,Narrabri,NB,Female,Desiccant,G6,34,1,2
390,7,0,Utchee Creek,UC,Male,Desiccant,G6,34,1,3
392,7,0,Narrabri,NB,Female,Control,G6,34,1,1
402,7,0,Narrabri,NB,Female,Desiccant,G6,34,1,2
415,7,0,Brisbane,BR,Female,Control,G6,34,1,2
424,7,0,Narrabri,NB,Male,Control,G6,34,1,2
480,7,0,Utchee Creek,UC,Female,Control,G6,34,1,1
497,7,0,Utchee Creek,UC,Female,Desiccant,G6,34,1,1
607,7,0,S06,S06,Male,Control,G100_7,34,1,2
621,7,0,Brisbane,BR,Male,Desiccant,G6,34,1,2
626,7,0,Narrabri,NB,Female,Desiccant,G6,34,1,3
687,7,0,Narrabri,NB,Female,Desiccant,G6,34,1,2
697,7,0,Narrabri,NB,Female,Control,G6,34,1,1
709,7,0,Brisbane,BR,Female,Desiccant,G6,34,1,2
723,7,0,Narrabri,NB,Female,Desiccant,G6,34,1,1
749,7,0,Utchee Creek,UC,Female,Control,G6,34,1,2
817,7,0,Brisbane,BR,Female,Control,G6,34,1,1
820,7,0,Brisbane,BR,Female,Control,G6,34,1,3
825,7,0,S06,S06,Female,Control,G100_7,34,1,2
835,7,0,Narrabri,NB,Male,Control,G6,34,1,1
846,7,0,Brisbane,BR,Female,Control,G6,34,1,2
891,7,0,Utchee Creek,UC,Male,Desiccant,G6,34,1,1
919,7,0,S06,S06,Male,Control,G100_7,34,1,3
953,7,0,Brisbane,BR,Female,Desiccant,G6,34,1,2
13,7,0,Brisbane,BR,Female,Desiccant,G6,36,1,2
77,7,0,Narrabri,NB,Male,Control,G6,36,1,1
78,7,0,Brisbane,BR,Female,Control,G6,36,1,1
96,7,0,Utchee Creek,UC,Male,Control,G6,36,1,1
139,7,0,Brisbane,BR,Male,Control,G6,36,1,2
154,7,0,Utchee Creek,UC,Female,Control,G6,36,1,3
167,7,0,Brisbane,BR,Male,Control,G6,36,1,3
217,7,0,Utchee Creek,UC,Male,Control,G6,36,1,3
254,7,0,Brisbane,BR,Female,Desiccant,G6,36,1,1
271,7,0,Brisbane,BR,Female,Control,G6,36,1,1
293,7,0,Narrabri,NB,Male,Desiccant,G6,36,1,1
319,7,0,Narrabri,NB,Female,Control,G6,36,1,3
404,7,0,Utchee Creek,UC,Male,Control,G6,36,1,3
493,7,0,Brisbane,BR,Male,Control,G6,36,1,2
512,7,0,Brisbane,BR,Male,Desiccant,G6,36,1,1
533,7,0,Brisbane,BR,Male,Control,G6,36,1,3
551,7,0,Brisbane,BR,Male,Control,G6,36,1,2
568,7,0,Utchee Creek,UC,Male,Control,G6,36,1,2
572,7,0,Narrabri,NB,Male,Control,G6,36,1,3
583,7,0,Brisbane,BR,Female,Control,G6,36,1,3
636,7,0,Utchee Creek,UC,Female,Desiccant,G6,36,1,2
646,7,0,Brisbane,BR,Male,Control,G6,36,1,3
667,7,0,Utchee Creek,UC,Male,Desiccant,G6,36,1,3
669,7,0,Brisbane,BR,Male,Control,G6,36,1,2
671,7,0,S06,S06,Female,Control,G100_7,36,1,2
682,7,0,Utchee Creek,UC,Female,Control,G6,36,1,3
700,7,0,Utchee Creek,UC,Female,Desiccant,G6,36,1,3
737,7,0,Narrabri,NB,Female,Desiccant,G6,36,1,2
741,7,0,Narrabri,NB,Male,Control,G6,36,1,3
769,7,0,Brisbane,BR,Male,Control,G6,36,1,2
785,7,0,Utchee Creek,UC,Female,Desiccant,G6,36,1,3
800,7,0,Brisbane,BR,Male,Control,G6,36,1,2
813,7,0,Brisbane,BR,Male,Control,G6,36,1,3
831,7,0,Brisbane,BR,Male,Control,G6,36,1,2
857,7,0,Utchee Creek,UC,Male,Control,G6,36,1,3
867,7,0,Narrabri,NB,Female,Desiccant,G6,36,1,2
879,7,0,S06,S06,Male,Control,G100_7,36,1,1
885,7,0,Brisbane,BR,Male,Desiccant,G6,36,1,3
893,7,0,Brisbane,BR,Male,Control,G6,36,1,3
900,7,0,Brisbane,BR,Male,Control,G6,36,1,3
920,7,0,Brisbane,BR,Male,Control,G6,36,1,1
923,7,0,Brisbane,BR,Female,Desiccant,G6,36,1,3
932,7,0,Brisbane,BR,Male,Control,G6,36,1,3
954,7,0,Utchee Creek,UC,Male,Control,G6,36,1,3
222,7,0,Utchee Creek,UC,Male,Desiccant,G6,38,1,1
245,7,0,Utchee Creek,UC,Female,Desiccant,G6,38,1,1
278,7,0,Narrabri,NB,Female,Control,G6,38,1,2
299,7,0,Utchee Creek,UC,Female,Control,G6,38,1,1
321,7,0,Brisbane,BR,Female,Desiccant,G6,38,1,1
322,7,0,Brisbane,BR,Male,Control,G6,38,1,3
371,7,0,Narrabri,NB,Female,Control,G6,38,1,2
374,7,0,Utchee Creek,UC,Female,Control,G6,38,1,1
383,7,0,Narrabri,NB,Male,Control,G6,38,1,3
391,7,0,Utchee Creek,UC,Male,Desiccant,G6,38,1,3
428,7,0,Narrabri,NB,Male,Control,G6,38,1,1
436,7,0,Narrabri,NB,Male,Control,G6,38,1,1
465,7,0,Narrabri,NB,Male,Control,G6,38,1,2
475,7,0,Narrabri,NB,Female,Control,G6,38,1,1
492,7,0,S06,S06,Female,Control,G100_7,38,1,3
501,7,0,Narrabri,NB,Female,Control,G6,38,1,1
678,7,0,Narrabri,NB,Male,Control,G6,38,1,2
689,7,0,Utchee Creek,UC,Female,Control,G6,38,1,1
721,7,0,Utchee Creek,UC,Female,Control,G6,38,1,3
729,7,0,Narrabri,NB,Male,Control,G6,38,1,1
773,7,0,Utchee Creek,UC,Male,Desiccant,G6,38,1,3
806,7,0,Narrabri,NB,Male,Control,G6,38,1,2
854,7,0,Brisbane,BR,Female,Control,G6,38,1,1
869,7,0,S06,S06,Female,Control,G100_7,38,1,2
892,7,0,S06,S06,Male,Control,G100_7,38,1,3
911,7,0,Utchee Creek,UC,Female,Control,G6,38,1,3
915,7,0,Narrabri,NB,Male,Desiccant,G6,38,1,3
916,7,0,Narrabri,NB,Male,Control,G6,38,1,1
39,7,0,Narrabri,NB,Male,Control,G6,40,1,2
75,7,0,Brisbane,BR,Male,Desiccant,G6,40,1,1
110,7,0,Utchee Creek,UC,Male,Control,G6,40,1,1
118,7,0,Narrabri,NB,Female,Control,G6,40,1,1
128,7,0,Narrabri,NB,Male,Control,G6,40,1,3
156,7,0,Brisbane,BR,Female,Desiccant,G6,40,1,3
165,7,0,Utchee Creek,UC,Male,Desiccant,G6,40,1,1
237,7,0,Utchee Creek,UC,Male,Desiccant,G6,40,1,3
300,7,0,Narrabri,NB,Female,Control,G6,40,1,2
348,7,0,Brisbane,BR,Male,Control,G6,40,1,2
351,7,0,Brisbane,BR,Male,Control,G6,40,1,1
378,7,0,Utchee Creek,UC,Male,Desiccant,G6,40,1,2
435,7,0,Utchee Creek,UC,Male,Control,G6,40,1,2
490,7,0,Utchee Creek,UC,Female,Desiccant,G6,40,1,2
502,7,0,S06,S06,Female,Control,G100_7,40,1,1
544,7,0,Brisbane,BR,Female,Control,G6,40,1,3
557,7,0,Narrabri,NB,Female,Control,G6,40,1,1
560,7,0,Utchee Creek,UC,Male,Control,G6,40,1,3
614,7,0,Narrabri,NB,Male,Control,G6,40,1,2
625,7,0,Brisbane,BR,Male,Desiccant,G6,40,1,3
644,7,0,Narrabri,NB,Male,Control,G6,40,1,3
707,7,0,Brisbane,BR,Female,Desiccant,G6,40,1,3
752,7,0,Brisbane,BR,Female,Control,G6,40,1,2
808,7,0,Brisbane,BR,Male,Control,G6,40,1,2
816,7,0,Utchee Creek,UC,Male,Control,G6,40,1,2
876,7,0,S06,S06,Male,Control,G100_7,40,1,3
878,7,0,Utchee Creek,UC,Male,Control,G6,40,1,2
944,7,0,Utchee Creek,UC,Male,Desiccant,G6,40,1,2
3,7,0,Brisbane,BR,Female,Control,G6,42,1,2
29,7,0,Utchee Creek,UC,Male,Control,G6,42,1,2
36,7,0,Narrabri,NB,Male,Control,G6,42,1,2
37,7,0,Narrabri,NB,Male,Control,G6,42,1,1
72,7,0,Utchee Creek,UC,Male,Control,G6,42,1,2
88,7,0,Brisbane,BR,Female,Control,G6,42,1,3
111,7,0,Utchee Creek,UC,Male,Desiccant,G6,42,1,1
127,7,0,Brisbane,BR,Male,Desiccant,G6,42,1,1
133,7,0,Utchee Creek,UC,Male,Control,G6,42,1,1
151,7,0,Narrabri,NB,Female,Control,G6,42,1,3
243,7,0,Brisbane,BR,Male,Desiccant,G6,42,1,3
248,7,0,Brisbane,BR,Female,Control,G6,42,1,3
251,7,0,Narrabri,NB,Male,Control,G6,42,1,1
288,7,0,Narrabri,NB,Female,Control,G6,42,1,3
380,7,0,Narrabri,NB,Male,Control,G6,42,1,2
426,7,0,Brisbane,BR,Male,Control,G6,42,1,2
437,7,0,Brisbane,BR,Male,Desiccant,G6,42,1,2
582,7,0,Utchee Creek,UC,Male,Control,G6,42,1,2
608,7,0,Narrabri,NB,Male,Control,G6,42,1,3
623,7,0,Narrabri,NB,Female,Control,G6,42,1,3
641,7,0,Brisbane,BR,Male,Control,G6,42,1,1
645,7,0,Brisbane,BR,Female,Control,G6,42,1,2
675,7,0,Narrabri,NB,Female,Control,G6,42,1,2
779,7,0,Narrabri,NB,Male,Control,G6,42,1,3
780,7,0,Narrabri,NB,Male,Control,G6,42,1,2
786,7,0,Narrabri,NB,Female,Control,G6,42,1,2
844,7,0,S06,S06,Female,Control,G100_7,42,1,1
887,7,0,Narrabri,NB,Male,Control,G6,42,1,2
880,7,0,Narrabri,NB,Female,Control,G6,42,1,2
898,7,0,S06,S06,Female,Control,G100_7,42,1,3
895,7,0,Utchee Creek,UC,Male,Desiccant,G6,42,1,2
926,7,0,Brisbane,BR,Male,Control,G6,42,1,3
934,7,0,Narrabri,NB,Female,Control,G6,42,1,3
936,7,0,Utchee Creek,UC,Male,Desiccant,G6,42,1,3
947,7,0,Brisbane,BR,Male,Control,G6,42,1,3
957,7,0,Utchee Creek,UC,Female,Control,G6,42,1,1
91,7,0,Utchee Creek,UC,Male,Desiccant,G6,44,1,3
234,7,0,Brisbane,BR,Female,Desiccant,G6,44,1,3
283,7,0,Brisbane,BR,Female,Control,G6,44,1,2
289,7,0,Narrabri,NB,Male,Control,G6,44,1,1
291,7,0,Utchee Creek,UC,Male,Desiccant,G6,44,1,3
339,7,0,Narrabri,NB,Male,Control,G6,44,1,1
523,7,0,Utchee Creek,UC,Male,Control,G6,44,1,3
562,7,0,Narrabri,NB,Male,Control,G6,44,1,3
720,7,0,Narrabri,NB,Female,Control,G6,44,1,3
726,7,0,Utchee Creek,UC,Female,Desiccant,G6,44,1,3
755,7,0,Brisbane,BR,Male,Control,G6,44,1,3
758,7,0,Narrabri,NB,Female,Control,G6,44,1,3
799,7,0,Utchee Creek,UC,Male,Desiccant,G6,44,1,3
912,7,0,Utchee Creek,UC,Male,Control,G6,44,1,1
942,7,0,Narrabri,NB,Female,Control,G6,44,1,1
952,7,0,Narrabri,NB,Male,Control,G6,44,1,1
