pop,sex,time,gen,exp,trt,lat,lon,status
Alice Springs,Male,260.31,G15,5,chill,-23.69,133.89,Domesticated
Alice Springs,Female,296.04,G15,5,chill,-23.69,133.89,Domesticated
Alice Springs,Female,296.04,G15,5,chill,-23.69,133.89,Domesticated
Alice Springs,Male,296.04,G15,5,chill,-23.69,133.89,Domesticated
Darwin,Female,70.76,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,82.57,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,82.9,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,85.94,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,87.67,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,89.84,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,90.73,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,91.12,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,91.31,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,91.33,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,92.69,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,93.12,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,93.22,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,93.54,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,96.36,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,98.83,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,100.39,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,100.57,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,101.16,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,101.34,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,102.89,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,103.01,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,103.12,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,103.77,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,104.65,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,105,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,105.57,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,106.56,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,106.87,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,107.79,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,108.04,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,108.49,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,110.14,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,110.34,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,112.41,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,116.07,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,117.81,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,119.35,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,119.9,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,122.24,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,123.33,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,125.4,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,128.62,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,128.76,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,129.61,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,131.23,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,131.43,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,136.03,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,142.6,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,145.35,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,150.33,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,154.71,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,169.91,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,173.48,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,178.91,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Male,190.58,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,263.59,G15,5,chill,-12.42,130.85,Domesticated
Darwin,Female,296.04,G15,5,chill,-12.42,130.85,Domesticated
Sydney,Female,67.64,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,78.73,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,81.7,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,82.19,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,82.71,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,85.83,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,86.14,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,86.98,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,87.21,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,87.29,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,89.39,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,89.42,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,89.93,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,90.37,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,91.79,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,93.95,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,94.38,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,94.42,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,95.54,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,99.07,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,99.72,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,99.77,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,101.65,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,102.71,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,102.96,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,103.67,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,103.95,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,104.13,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,104.42,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,104.97,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,106.3,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,111.5,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,111.82,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,112.32,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,113.69,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,113.77,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,115.06,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,115.47,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,117.68,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,117.92,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,118.89,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,119.86,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,122.48,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,126.61,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,131.58,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,134.29,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,136.52,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,136.78,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,139.42,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,139.74,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,149.16,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,165.14,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,181.94,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,198.36,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,207.18,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Female,258.61,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,265.96,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,296.04,G15,5,chill,-33.9,151.14,Domesticated
Sydney,Male,296.04,G15,5,chill,-33.9,151.14,Domesticated
Brisbane,Male,115.12,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,128.35,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,128.82,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,133.93,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,137.83,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,144,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,144.33,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,145.97,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,149.27,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,154.65,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,156.7,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,161.68,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,161.87,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,162.38,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,163.65,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,164.5,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,164.65,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,165.43,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,166.45,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,166.65,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,173.95,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,177.23,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,178.08,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,178.87,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,181.7,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,182.4,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,183.12,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,185.68,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,185.75,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,185.8,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,187.32,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,188.87,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,190.83,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,190.93,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,194.9,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,195.12,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,196.07,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,201.17,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,212.02,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,213.57,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,214.37,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,217.65,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,222.68,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,222.98,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,226.7,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,227.73,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,229.05,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,231.82,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,251.95,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,263.5,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,266.05,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,267.58,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,268.32,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,277.15,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,298.68,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,298.68,G2,4,chill,-27.41,152.9,Wild
Brisbane,Female,298.68,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,298.68,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,298.68,G2,4,chill,-27.41,152.9,Wild
Brisbane,Male,298.68,G2,4,chill,-27.41,152.9,Wild
Cape Tribulation,Male,124.92,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,127.27,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,127.38,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,127.65,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,129.92,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,130.42,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,132.35,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,136.5,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,139.13,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,139.38,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,141.15,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,142.82,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,145.05,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,145.43,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,149.23,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,150.05,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,150.22,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,150.97,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,151.62,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,153.35,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,153.58,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,153.7,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,158.5,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,158.78,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,159.05,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,159.1,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,160.5,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,161,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,161.1,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,162.1,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,163.23,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,166.15,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,167.77,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,167.88,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,169.72,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,172.53,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,175.35,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,176.13,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,176.27,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,180.88,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,182,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,185.72,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,186.65,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,187.13,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,187.78,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,188.55,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,189.9,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,191,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,196.77,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,196.8,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,198.77,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,201.88,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,204.95,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,206.32,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,213.15,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,255.72,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,272.5,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,298.68,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Female,298.68,G2,4,chill,-16.09,145.46,Wild
Cape Tribulation,Male,298.68,G2,4,chill,-16.09,145.46,Wild
Narrabri,Male,125.48,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,125.7,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,129.07,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,129.6,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,133.23,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,138.23,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,138.6,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,143.9,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,144.82,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,147.45,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,148.17,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,150.18,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,150.35,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,155.1,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,156.98,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,157.08,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,159.25,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,159.52,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,161.25,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,162.5,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,164.12,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,164.47,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,164.83,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,166.75,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,169.5,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,169.87,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,170.57,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,170.7,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,173.43,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,175.17,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,175.22,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,176.45,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,182.23,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,186.67,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,192.15,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,192.22,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,192.38,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,198.67,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,200.4,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,205.1,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,213.78,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,222.78,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,241.42,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,247.05,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,247.72,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,260.43,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,276.53,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,283.73,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,298.68,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,298.68,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,298.68,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,298.68,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,298.68,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,298.68,G2,4,chill,-30.33,149.78,Wild
Narrabri,Female,298.68,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,298.68,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,298.68,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,298.68,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,298.68,G2,4,chill,-30.33,149.78,Wild
Narrabri,Male,298.68,G2,4,chill,-30.33,149.78,Wild
Utchee Creek,Female,99.13,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,115.07,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,116.65,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,116.82,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,126.8,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,127.15,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,127.35,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,129.73,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,130.87,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,130.88,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,132.82,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,134.08,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,135.63,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,140.05,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,141.27,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,143.95,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,144.2,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,144.25,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,144.53,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,144.57,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,145.78,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,148.5,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,148.55,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,149.4,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,150.32,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,150.85,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,151.8,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,155.27,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,156.08,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,161.2,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,164.53,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,164.87,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,169.98,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,171.68,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,178.12,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,179.58,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,180.93,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,182.07,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,182.48,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,183.65,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,188.42,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,188.58,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,189.18,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,192.8,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,199.63,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,202.37,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,212.8,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,218.37,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,229.85,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,231.43,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,231.5,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,251.45,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,251.98,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,259.88,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,269.7,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Female,298.68,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,298.68,G2,4,chill,-17.6,145.99,Wild
Utchee Creek,Male,298.68,G2,4,chill,-17.6,145.99,Wild
Alice Springs,Female,58.58,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,67.7,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,70.42,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,70.93,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,72.05,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,73.35,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,75.77,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,76.15,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,78.57,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,79.03,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,80.03,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,81.05,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,81.95,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,82.98,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,86.38,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,86.48,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,87.48,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,87.8,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,89.42,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,90.22,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,91.92,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,93.6,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,94.52,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,95.32,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,95.42,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,95.87,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,96.83,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,97.58,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,98.45,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,98.67,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,99.85,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,106.25,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,106.88,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,109.5,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,110.75,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,115.42,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Male,118.15,G2,1,chill,-23.69,133.89,Wild
Alice Springs,Female,118.22,G2,1,chill,-23.69,133.89,Wild
