Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,075041,1970,08,16.5,Y
IDCJAC0002,075041,1970,09,16.6,Y
IDCJAC0002,075041,1970,10,22.8,Y
IDCJAC0002,075041,1970,11,26.7,Y
IDCJAC0002,075041,1970,12,30.0,Y
IDCJAC0002,075041,1971,01,30.4,Y
IDCJAC0002,075041,1971,02,30.0,Y
IDCJAC0002,075041,1971,03,29.8,Y
IDCJAC0002,075041,1971,04,24.1,Y
IDCJAC0002,075041,1971,05,18.5,Y
IDCJAC0002,075041,1971,06,14.8,Y
IDCJAC0002,075041,1971,08,16.0,Y
IDCJAC0002,075041,1971,09,19.3,Y
IDCJAC0002,075041,1971,10,23.3,Y
IDCJAC0002,075041,1971,11,24.2,Y
IDCJAC0002,075041,1971,12,28.6,Y
IDCJAC0002,075041,1972,01,29.0,Y
IDCJAC0002,075041,1972,03,27.6,Y
IDCJAC0002,075041,1972,04,22.8,Y
IDCJAC0002,075041,1972,05,19.0,Y
IDCJAC0002,075041,1972,06,17.0,Y
IDCJAC0002,075041,1972,07,15.6,Y
IDCJAC0002,075041,1972,08,17.2,Y
IDCJAC0002,075041,1972,09,21.6,Y
IDCJAC0002,075041,1972,10,23.9,Y
IDCJAC0002,075041,1972,11,27.7,Y
IDCJAC0002,075041,1972,12,33.4,Y
IDCJAC0002,075041,1973,01,33.7,Y
IDCJAC0002,075041,1973,02,29.9,Y
IDCJAC0002,075041,1973,03,27.9,Y
IDCJAC0002,075041,1973,04,25.6,Y
IDCJAC0002,075041,1973,06,14.2,Y
IDCJAC0002,075041,1973,07,15.2,Y
IDCJAC0002,075041,1973,08,15.1,Y
IDCJAC0002,075041,1973,09,19.5,Y
IDCJAC0002,075041,1974,02,29.7,Y
IDCJAC0002,075041,1974,03,29.5,Y
IDCJAC0002,075041,1974,04,21.4,Y
IDCJAC0002,075041,1974,05,18.9,Y
IDCJAC0002,075041,1974,06,15.2,Y
IDCJAC0002,075041,1974,07,14.0,Y
IDCJAC0002,075041,1974,08,15.2,Y
IDCJAC0002,075041,1974,09,16.0,Y
IDCJAC0002,075041,1974,10,20.8,Y
IDCJAC0002,075041,1975,09,20.1,Y
IDCJAC0002,075041,1975,10,20.5,Y
IDCJAC0002,075041,1975,11,27.5,Y
IDCJAC0002,075041,1975,12,31.5,Y
IDCJAC0002,075041,1976,01,31.8,Y
IDCJAC0002,075041,1976,02,31.0,Y
IDCJAC0002,075041,1976,03,29.2,Y
IDCJAC0002,075041,1976,04,23.6,Y
IDCJAC0002,075041,1976,05,19.5,Y
IDCJAC0002,075041,1977,02,32.4,Y
IDCJAC0002,075041,1977,03,26.7,Y
IDCJAC0002,075041,1977,04,21.9,Y
IDCJAC0002,075041,1977,05,18.1,Y
IDCJAC0002,075041,1977,06,14.3,Y
IDCJAC0002,075041,1977,07,14.4,Y
IDCJAC0002,075041,1977,08,19.9,Y
IDCJAC0002,075041,1977,09,21.1,Y
IDCJAC0002,075041,1977,10,26.2,Y
IDCJAC0002,075041,1977,11,29.4,Y
IDCJAC0002,075041,1977,12,31.0,Y
IDCJAC0002,075041,1978,01,30.9,Y
IDCJAC0002,075041,1978,02,32.5,Y
IDCJAC0002,075041,1978,03,27.5,Y
IDCJAC0002,075041,1978,04,24.2,Y
IDCJAC0002,075041,1978,05,19.6,Y
IDCJAC0002,075041,1978,06,13.8,Y
IDCJAC0002,075041,1978,07,13.6,Y
IDCJAC0002,075041,1978,08,14.7,Y
IDCJAC0002,075041,1978,09,17.7,Y
IDCJAC0002,075041,1978,10,23.3,Y
IDCJAC0002,075041,1978,11,23.0,Y
IDCJAC0002,075041,1978,12,27.6,Y
IDCJAC0002,075041,1979,01,36.3,Y
IDCJAC0002,075041,1979,02,33.4,Y
IDCJAC0002,075041,1979,03,29.8,Y
IDCJAC0002,075041,1979,04,21.7,Y
IDCJAC0002,075041,1979,05,17.2,Y
IDCJAC0002,075041,1979,06,18.0,Y
IDCJAC0002,075041,1979,08,16.6,Y
IDCJAC0002,075041,1979,09,18.4,Y
IDCJAC0002,075041,1979,10,23.3,Y
IDCJAC0002,075041,1979,11,28.9,Y
IDCJAC0002,075041,1979,12,32.3,Y
IDCJAC0002,075041,1980,01,32.0,Y
IDCJAC0002,075041,1980,02,32.7,Y
IDCJAC0002,075041,1980,03,30.5,Y
IDCJAC0002,075041,1980,04,26.2,Y
IDCJAC0002,075041,1980,05,19.2,Y
IDCJAC0002,075041,1980,06,14.2,Y
IDCJAC0002,075041,1980,07,13.6,Y
IDCJAC0002,075041,1980,08,16.8,Y
IDCJAC0002,075041,1980,09,21.4,Y
IDCJAC0002,075041,1980,10,25.1,Y
IDCJAC0002,075041,1980,11,29.4,Y
IDCJAC0002,075041,1980,12,31.7,Y
IDCJAC0002,075041,1981,01,36.2,Y
IDCJAC0002,075041,1981,02,32.6,Y
IDCJAC0002,075041,1981,03,26.3,Y
IDCJAC0002,075041,1981,04,24.7,Y
IDCJAC0002,075041,1981,05,18.9,Y
IDCJAC0002,075041,1981,06,14.4,Y
IDCJAC0002,075041,1981,07,13.3,Y
IDCJAC0002,075041,1981,08,15.1,Y
IDCJAC0002,075041,1981,09,23.5,Y
IDCJAC0002,075041,1981,10,25.9,Y
IDCJAC0002,075041,1981,11,26.6,Y
IDCJAC0002,075041,1981,12,30.2,Y
IDCJAC0002,075041,1982,01,33.4,Y
IDCJAC0002,075041,1982,02,34.4,Y
IDCJAC0002,075041,1982,03,26.6,Y
IDCJAC0002,075041,1982,04,23.6,Y
IDCJAC0002,075041,1982,05,20.2,Y
IDCJAC0002,075041,1982,06,13.9,Y
IDCJAC0002,075041,1982,07,14.4,Y
IDCJAC0002,075041,1982,08,21.0,Y
IDCJAC0002,075041,1982,09,19.6,Y
IDCJAC0002,075041,1982,10,23.7,Y
IDCJAC0002,075041,1982,11,29.1,Y
IDCJAC0002,075041,1982,12,33.9,Y
IDCJAC0002,075041,1983,01,30.6,Y
IDCJAC0002,075041,1983,02,35.8,Y
IDCJAC0002,075041,1983,03,28.8,Y
IDCJAC0002,075041,1983,04,20.2,Y
IDCJAC0002,075041,1983,05,18.0,Y
IDCJAC0002,075041,1983,06,14.0,Y
IDCJAC0002,075041,1983,07,13.0,Y
IDCJAC0002,075041,1983,08,16.2,Y
IDCJAC0002,075041,1983,09,19.8,Y
IDCJAC0002,075041,1983,10,23.6,Y
IDCJAC0002,075041,1983,11,26.6,Y
IDCJAC0002,075041,1983,12,30.9,Y
IDCJAC0002,075041,1984,01,28.6,Y
IDCJAC0002,075041,1984,02,30.4,Y
IDCJAC0002,075041,1984,03,26.5,Y
IDCJAC0002,075041,1984,04,23.1,Y
IDCJAC0002,075041,1984,05,19.6,Y
IDCJAC0002,075041,1984,06,18.7,Y
IDCJAC0002,075041,1984,07,12.8,Y
IDCJAC0002,075041,1984,08,16.3,Y
IDCJAC0002,075041,1984,09,16.7,Y
IDCJAC0002,075041,1984,10,23.3,Y
IDCJAC0002,075041,1984,11,29.1,Y
IDCJAC0002,075041,1984,12,29.4,Y
IDCJAC0002,075041,1985,01,32.2,Y
IDCJAC0002,075041,1985,02,32.7,Y
IDCJAC0002,075041,1985,03,29.2,Y
IDCJAC0002,075041,1985,04,24.3,Y
IDCJAC0002,075041,1985,05,19.5,Y
IDCJAC0002,075041,1985,06,14.5,Y
IDCJAC0002,075041,1985,07,14.7,Y
IDCJAC0002,075041,1985,08,14.9,Y
IDCJAC0002,075041,1985,09,18.4,Y
IDCJAC0002,075041,1985,10,23.1,Y
IDCJAC0002,075041,1985,11,26.6,Y
IDCJAC0002,075041,1985,12,27.7,Y
IDCJAC0002,075041,1986,01,30.9,Y
IDCJAC0002,075041,1986,02,31.4,Y
IDCJAC0002,075041,1986,03,32.2,Y
IDCJAC0002,075041,1986,04,24.3,Y
IDCJAC0002,075041,1986,05,19.5,Y
IDCJAC0002,075041,1986,06,14.2,Y
IDCJAC0002,075041,1986,07,13.2,Y
IDCJAC0002,075041,1986,08,15.6,Y
IDCJAC0002,075041,1986,09,18.0,Y
IDCJAC0002,075041,1986,10,20.4,Y
IDCJAC0002,075041,1986,11,26.8,Y
IDCJAC0002,075041,1986,12,28.4,Y
IDCJAC0002,075041,1987,01,32.1,Y
IDCJAC0002,075041,1987,02,32.5,Y
IDCJAC0002,075041,1987,03,26.3,Y
IDCJAC0002,075041,1987,04,24.2,Y
IDCJAC0002,075041,1987,05,19.8,Y
IDCJAC0002,075041,1987,06,15.8,Y
IDCJAC0002,075041,1987,07,14.7,Y
IDCJAC0002,075041,1987,08,15.8,Y
IDCJAC0002,075041,1987,09,19.8,Y
IDCJAC0002,075041,1987,10,22.9,Y
IDCJAC0002,075041,1987,11,28.0,Y
IDCJAC0002,075041,1987,12,31.1,Y
IDCJAC0002,075041,1988,01,35.4,Y
IDCJAC0002,075041,1988,02,31.8,Y
IDCJAC0002,075041,1988,03,28.8,Y
IDCJAC0002,075041,1988,04,24.8,Y
IDCJAC0002,075041,1988,05,19.3,Y
IDCJAC0002,075041,1988,06,15.5,Y
IDCJAC0002,075041,1988,07,14.6,Y
IDCJAC0002,075041,1988,08,16.7,Y
IDCJAC0002,075041,1988,09,20.4,Y
IDCJAC0002,075041,1988,10,26.0,Y
IDCJAC0002,075041,1988,11,26.2,Y
IDCJAC0002,075041,1988,12,30.6,Y
IDCJAC0002,075041,1989,01,30.4,Y
IDCJAC0002,075041,1989,02,32.0,Y
IDCJAC0002,075041,1989,03,27.7,Y
IDCJAC0002,075041,1989,04,23.0,Y
IDCJAC0002,075041,1989,05,18.5,Y
IDCJAC0002,075041,1989,06,13.7,Y
IDCJAC0002,075041,1989,07,12.9,Y
IDCJAC0002,075041,1989,08,13.9,Y
IDCJAC0002,075041,1989,09,19.0,Y
IDCJAC0002,075041,1989,10,23.3,Y
IDCJAC0002,075041,1989,11,29.0,Y
IDCJAC0002,075041,1989,12,31.3,Y
IDCJAC0002,075041,1990,01,33.8,Y
IDCJAC0002,075041,1990,02,31.2,Y
IDCJAC0002,075041,1990,03,31.0,Y
IDCJAC0002,075041,1990,04,23.8,Y
IDCJAC0002,075041,1990,05,18.7,Y
IDCJAC0002,075041,1990,06,14.7,Y
IDCJAC0002,075041,1990,07,14.3,Y
IDCJAC0002,075041,1990,08,14.2,Y
IDCJAC0002,075041,1990,09,19.4,Y
IDCJAC0002,075041,1990,10,23.8,Y
IDCJAC0002,075041,1990,11,29.6,Y
IDCJAC0002,075041,1990,12,33.2,Y
IDCJAC0002,075041,1991,01,34.1,Y
IDCJAC0002,075041,1991,02,35.8,Y
IDCJAC0002,075041,1991,03,28.0,Y
IDCJAC0002,075041,1991,04,23.5,Y
IDCJAC0002,075041,1991,05,20.2,Y
IDCJAC0002,075041,1991,06,17.2,Y
IDCJAC0002,075041,1991,07,13.1,Y
IDCJAC0002,075041,1991,08,14.8,Y
IDCJAC0002,075041,1991,09,19.5,Y
IDCJAC0002,075041,1991,11,26.8,Y
IDCJAC0002,075041,1991,12,27.4,Y
IDCJAC0002,075041,1992,01,27.6,Y
IDCJAC0002,075041,1992,02,27.6,Y
IDCJAC0002,075041,1992,03,28.2,Y
IDCJAC0002,075041,1992,04,23.4,Y
IDCJAC0002,075041,1992,05,18.2,Y
IDCJAC0002,075041,1992,06,14.7,Y
IDCJAC0002,075041,1992,07,14.7,Y
IDCJAC0002,075041,1992,08,15.2,Y
IDCJAC0002,075041,1992,09,16.8,Y
IDCJAC0002,075041,1992,10,23.2,Y
IDCJAC0002,075041,1992,11,24.1,Y
IDCJAC0002,075041,1992,12,27.9,Y
IDCJAC0002,075041,1993,01,29.8,Y
IDCJAC0002,075041,1993,02,30.1,Y
IDCJAC0002,075041,1993,04,26.2,Y
IDCJAC0002,075041,1993,05,20.0,Y
IDCJAC0002,075041,1993,06,14.5,Y
IDCJAC0002,075041,1993,07,15.4,Y
IDCJAC0002,075041,1993,08,17.4,Y
IDCJAC0002,075041,1993,09,19.2,Y
IDCJAC0002,075041,1993,10,20.9,Y
IDCJAC0002,075041,1993,11,26.8,Y
IDCJAC0002,075041,1993,12,27.5,Y
IDCJAC0002,075041,1994,01,32.3,Y
IDCJAC0002,075041,1994,02,32.1,Y
IDCJAC0002,075041,1994,03,26.8,Y
IDCJAC0002,075041,1994,04,24.3,Y
IDCJAC0002,075041,1994,05,19.6,Y
IDCJAC0002,075041,1994,06,17.0,Y
IDCJAC0002,075041,1994,07,16.2,Y
IDCJAC0002,075041,1994,08,16.6,Y
IDCJAC0002,075041,1994,09,19.7,Y
IDCJAC0002,075041,1994,10,24.5,Y
IDCJAC0002,075041,1994,11,27.7,Y
IDCJAC0002,075041,1994,12,33.6,Y
IDCJAC0002,075041,1995,01,31.9,Y
IDCJAC0002,075041,1995,02,31.6,Y
IDCJAC0002,075041,1995,03,27.4,Y
IDCJAC0002,075041,1995,04,20.8,Y
IDCJAC0002,075041,1995,05,17.2,Y
IDCJAC0002,075041,1995,06,14.4,Y
IDCJAC0002,075041,1995,07,12.4,Y
IDCJAC0002,075041,1995,08,18.3,Y
IDCJAC0002,075041,1995,09,19.2,Y
IDCJAC0002,075041,1995,10,23.7,Y
IDCJAC0002,075041,1995,11,27.2,Y
IDCJAC0002,075041,1995,12,29.9,Y
IDCJAC0002,075041,1996,01,30.6,Y
IDCJAC0002,075041,1996,02,29.3,Y
IDCJAC0002,075041,1996,03,27.9,Y
IDCJAC0002,075041,1996,04,21.7,Y
IDCJAC0002,075041,1996,05,19.9,Y
IDCJAC0002,075041,1996,06,16.0,Y
IDCJAC0002,075041,1996,07,12.7,Y
IDCJAC0002,075041,1996,08,15.8,Y
IDCJAC0002,075041,1996,09,19.8,Y
IDCJAC0002,075041,1996,10,24.0,Y
IDCJAC0002,075041,1996,11,26.5,Y
IDCJAC0002,075041,1996,12,31.3,Y
IDCJAC0002,075041,1997,01,31.3,Y
IDCJAC0002,075041,1997,02,36.1,Y
IDCJAC0002,075041,1997,03,27.8,Y
IDCJAC0002,075041,1997,04,24.2,Y
IDCJAC0002,075041,1997,05,19.4,Y
IDCJAC0002,075041,1997,06,15.6,Y
IDCJAC0002,075041,1997,07,15.3,Y
IDCJAC0002,075041,1997,08,15.5,Y
IDCJAC0002,075041,1997,09,19.3,Y
IDCJAC0002,075041,1997,10,22.0,Y
IDCJAC0002,075041,1997,11,31.0,Y
IDCJAC0002,075041,1997,12,32.8,Y
IDCJAC0002,075041,1998,03,29.9,Y
IDCJAC0002,075041,1998,04,27.2,Y
IDCJAC0002,075041,2000,06,15.6,Y
IDCJAC0002,075041,2000,07,15.8,Y
IDCJAC0002,075041,2000,08,15.7,Y
IDCJAC0002,075041,2000,09,21.3,Y
IDCJAC0002,075041,2000,10,23.6,Y
IDCJAC0002,075041,2000,11,28.7,Y
IDCJAC0002,075041,2000,12,32.6,Y
IDCJAC0002,075041,2001,01,37.0,Y
IDCJAC0002,075041,2001,02,34.2,Y
IDCJAC0002,075041,2001,03,28.2,Y
IDCJAC0002,075041,2001,04,24.4,Y
IDCJAC0002,075041,2001,05,19.5,Y
IDCJAC0002,075041,2001,06,17.0,Y
IDCJAC0002,075041,2001,07,15.5,Y
IDCJAC0002,075041,2001,08,17.9,Y
IDCJAC0002,075041,2001,09,22.5,Y
IDCJAC0002,075041,2001,10,22.6,Y
IDCJAC0002,075041,2001,11,27.2,Y
IDCJAC0002,075041,2001,12,29.6,Y
IDCJAC0002,075041,2002,01,32.8,Y
IDCJAC0002,075041,2002,02,29.8,Y
IDCJAC0002,075041,2002,03,30.0,Y
IDCJAC0002,075041,2002,04,27.0,Y
