Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,070351,2014,04,19.7,Y
IDCJAC0002,070351,2014,05,17.6,Y
IDCJAC0002,070351,2014,06,13.2,Y
IDCJAC0002,070351,2014,07,12.2,Y
IDCJAC0002,070351,2014,08,14.3,Y
IDCJAC0002,070351,2014,09,17.9,Y
IDCJAC0002,070351,2014,10,22.5,Y
IDCJAC0002,070351,2014,11,27.9,Y
IDCJAC0002,070351,2014,12,27.7,Y
IDCJAC0002,070351,2015,01,27.4,Y
IDCJAC0002,070351,2015,02,28.1,Y
IDCJAC0002,070351,2015,03,26.3,Y
IDCJAC0002,070351,2015,04,19.4,Y
IDCJAC0002,070351,2015,05,16.3,Y
IDCJAC0002,070351,2015,06,13.8,Y
IDCJAC0002,070351,2015,07,11.5,Y
IDCJAC0002,070351,2015,08,13.7,Y
IDCJAC0002,070351,2015,09,17.4,Y
IDCJAC0002,070351,2015,10,24.8,Y
IDCJAC0002,070351,2015,11,25.3,Y
IDCJAC0002,070351,2015,12,29.3,Y
IDCJAC0002,070351,2016,01,28.5,Y
IDCJAC0002,070351,2016,02,29.3,Y
IDCJAC0002,070351,2016,03,27.7,Y
IDCJAC0002,070351,2016,04,23.9,Y
IDCJAC0002,070351,2016,05,17.4,Y
IDCJAC0002,070351,2016,06,13.0,Y
IDCJAC0002,070351,2016,07,12.7,Y
IDCJAC0002,070351,2016,08,14.3,Y
IDCJAC0002,070351,2016,09,15.8,Y
IDCJAC0002,070351,2016,10,18.5,Y
IDCJAC0002,070351,2016,11,24.8,Y
IDCJAC0002,070351,2016,12,28.7,Y
IDCJAC0002,070351,2017,01,32.8,Y
IDCJAC0002,070351,2017,02,30.1,Y
IDCJAC0002,070351,2017,03,25.9,Y
IDCJAC0002,070351,2017,04,19.9,Y
IDCJAC0002,070351,2017,05,16.4,Y
IDCJAC0002,070351,2017,06,13.6,Y
IDCJAC0002,070351,2017,07,12.9,Y
IDCJAC0002,070351,2017,08,13.9,Y
IDCJAC0002,070351,2017,09,18.1,Y
IDCJAC0002,070351,2017,10,23.2,Y
IDCJAC0002,070351,2017,11,24.3,Y
IDCJAC0002,070351,2017,12,27.8,Y
IDCJAC0002,070351,2018,01,31.6,Y
IDCJAC0002,070351,2018,02,29.0,Y
IDCJAC0002,070351,2018,03,26.3,Y
IDCJAC0002,070351,2018,04,25.0,Y
IDCJAC0002,070351,2018,05,17.5,Y
IDCJAC0002,070351,2018,06,13.2,Y
IDCJAC0002,070351,2018,07,13.3,Y
IDCJAC0002,070351,2018,08,13.9,Y
IDCJAC0002,070351,2018,09,18.0,Y
