Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,054038,2001,07,17.6,Y
IDCJAC0002,054038,2001,08,19.0,Y
IDCJAC0002,054038,2001,09,23.4,Y
IDCJAC0002,054038,2001,10,25.7,Y
IDCJAC0002,054038,2001,11,27.8,Y
IDCJAC0002,054038,2001,12,32.1,Y
IDCJAC0002,054038,2002,01,34.0,Y
IDCJAC0002,054038,2002,02,32.8,Y
IDCJAC0002,054038,2002,03,32.4,Y
IDCJAC0002,054038,2002,04,28.2,Y
IDCJAC0002,054038,2002,05,22.8,Y
IDCJAC0002,054038,2002,06,19.1,Y
IDCJAC0002,054038,2002,07,19.4,Y
IDCJAC0002,054038,2002,08,21.8,Y
IDCJAC0002,054038,2002,09,25.2,Y
IDCJAC0002,054038,2002,10,30.9,Y
IDCJAC0002,054038,2002,11,34.7,Y
IDCJAC0002,054038,2002,12,33.2,Y
IDCJAC0002,054038,2003,01,36.3,Y
IDCJAC0002,054038,2003,02,33.5,Y
IDCJAC0002,054038,2003,03,29.5,Y
IDCJAC0002,054038,2003,04,24.0,Y
IDCJAC0002,054038,2003,05,22.5,Y
IDCJAC0002,054038,2003,06,18.8,Y
IDCJAC0002,054038,2003,07,17.2,Y
IDCJAC0002,054038,2003,08,19.2,Y
IDCJAC0002,054038,2003,09,25.0,Y
IDCJAC0002,054038,2003,10,25.3,Y
IDCJAC0002,054038,2003,11,30.2,Y
IDCJAC0002,054038,2003,12,34.8,Y
IDCJAC0002,054038,2004,01,33.9,Y
IDCJAC0002,054038,2004,02,34.5,Y
IDCJAC0002,054038,2004,03,30.5,Y
IDCJAC0002,054038,2004,04,28.6,Y
IDCJAC0002,054038,2004,05,21.9,Y
IDCJAC0002,054038,2004,06,19.0,Y
IDCJAC0002,054038,2004,07,18.1,Y
IDCJAC0002,054038,2004,08,20.1,Y
IDCJAC0002,054038,2004,09,23.1,Y
IDCJAC0002,054038,2004,10,28.0,Y
IDCJAC0002,054038,2004,11,29.9,Y
IDCJAC0002,054038,2004,12,30.6,Y
IDCJAC0002,054038,2005,01,33.9,Y
IDCJAC0002,054038,2005,02,34.6,Y
IDCJAC0002,054038,2005,03,30.6,Y
IDCJAC0002,054038,2005,04,30.0,Y
IDCJAC0002,054038,2005,05,22.4,Y
IDCJAC0002,054038,2005,06,18.5,Y
IDCJAC0002,054038,2005,07,17.8,Y
IDCJAC0002,054038,2005,08,19.3,Y
IDCJAC0002,054038,2005,09,22.3,Y
IDCJAC0002,054038,2005,10,28.2,Y
IDCJAC0002,054038,2005,11,30.0,Y
IDCJAC0002,054038,2005,12,34.4,Y
IDCJAC0002,054038,2006,01,36.3,Y
IDCJAC0002,054038,2006,02,34.8,Y
IDCJAC0002,054038,2006,03,31.7,Y
IDCJAC0002,054038,2006,04,26.7,Y
IDCJAC0002,054038,2006,05,22.7,Y
IDCJAC0002,054038,2006,06,19.1,Y
IDCJAC0002,054038,2006,07,18.2,Y
IDCJAC0002,054038,2006,08,20.8,Y
IDCJAC0002,054038,2006,09,25.5,Y
IDCJAC0002,054038,2006,10,29.8,Y
IDCJAC0002,054038,2006,11,32.5,Y
IDCJAC0002,054038,2006,12,32.5,Y
IDCJAC0002,054038,2007,01,35.7,Y
IDCJAC0002,054038,2007,02,34.8,Y
IDCJAC0002,054038,2007,03,31.9,Y
IDCJAC0002,054038,2007,04,28.0,Y
IDCJAC0002,054038,2007,05,23.7,Y
IDCJAC0002,054038,2007,06,15.3,Y
IDCJAC0002,054038,2007,07,16.4,Y
IDCJAC0002,054038,2007,08,20.7,Y
IDCJAC0002,054038,2007,09,24.7,Y
IDCJAC0002,054038,2007,10,30.4,Y
IDCJAC0002,054038,2007,11,28.5,Y
IDCJAC0002,054038,2007,12,30.4,Y
