Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,054038,2008,01,31.8,Y
IDCJAC0002,054038,2008,02,29.9,Y
IDCJAC0002,054038,2008,03,30.3,Y
IDCJAC0002,054038,2008,04,25.0,Y
IDCJAC0002,054038,2008,05,23.1,Y
IDCJAC0002,054038,2008,06,19.8,Y
IDCJAC0002,054038,2008,07,17.6,Y
IDCJAC0002,054038,2008,08,18.2,Y
IDCJAC0002,054038,2008,09,23.3,Y
IDCJAC0002,054038,2008,10,28.2,Y
IDCJAC0002,054038,2008,11,28.5,Y
IDCJAC0002,054038,2008,12,31.6,Y
IDCJAC0002,054038,2009,01,34.6,Y
IDCJAC0002,054038,2009,02,33.4,Y
IDCJAC0002,054038,2009,03,31.6,Y
IDCJAC0002,054038,2009,04,25.8,Y
IDCJAC0002,054038,2009,05,22.3,Y
IDCJAC0002,054038,2009,06,18.5,Y
IDCJAC0002,054038,2009,07,17.8,Y
IDCJAC0002,054038,2009,08,23.1,Y
IDCJAC0002,054038,2009,09,24.6,Y
IDCJAC0002,054038,2009,10,28.0,Y
IDCJAC0002,054038,2009,11,35.4,Y
IDCJAC0002,054038,2009,12,33.6,Y
IDCJAC0002,054038,2010,01,34.2,Y
IDCJAC0002,054038,2010,02,31.7,Y
IDCJAC0002,054038,2010,03,29.6,Y
IDCJAC0002,054038,2010,04,26.7,Y
IDCJAC0002,054038,2010,05,22.2,Y
IDCJAC0002,054038,2010,06,17.6,Y
IDCJAC0002,054038,2010,07,17.6,Y
IDCJAC0002,054038,2010,08,17.2,Y
IDCJAC0002,054038,2010,09,22.0,Y
IDCJAC0002,054038,2010,10,25.1,Y
IDCJAC0002,054038,2010,11,27.4,Y
IDCJAC0002,054038,2010,12,30.5,Y
IDCJAC0002,054038,2011,01,34.0,Y
IDCJAC0002,054038,2011,02,34.9,Y
IDCJAC0002,054038,2011,03,30.9,Y
IDCJAC0002,054038,2011,04,26.6,Y
IDCJAC0002,054038,2011,05,21.0,Y
IDCJAC0002,054038,2011,06,18.1,Y
IDCJAC0002,054038,2011,07,17.5,Y
IDCJAC0002,054038,2011,08,20.5,Y
IDCJAC0002,054038,2011,09,23.6,Y
IDCJAC0002,054038,2011,10,25.3,Y
IDCJAC0002,054038,2011,11,31.0,Y
IDCJAC0002,054038,2011,12,28.0,Y
IDCJAC0002,054038,2012,01,30.3,Y
IDCJAC0002,054038,2012,02,30.6,Y
IDCJAC0002,054038,2012,03,29.7,Y
IDCJAC0002,054038,2012,04,26.3,Y
IDCJAC0002,054038,2012,05,22.1,Y
IDCJAC0002,054038,2012,06,18.1,Y
IDCJAC0002,054038,2012,07,17.3,Y
IDCJAC0002,054038,2012,08,19.5,Y
IDCJAC0002,054038,2012,09,24.3,Y
IDCJAC0002,054038,2012,10,28.5,Y
IDCJAC0002,054038,2012,11,33.2,Y
IDCJAC0002,054038,2012,12,35.0,Y
IDCJAC0002,054038,2013,01,36.8,Y
IDCJAC0002,054038,2013,02,30.5,Y
IDCJAC0002,054038,2013,03,29.0,Y
IDCJAC0002,054038,2013,04,26.8,Y
IDCJAC0002,054038,2013,05,22.1,Y
IDCJAC0002,054038,2013,06,17.7,Y
IDCJAC0002,054038,2013,07,19.3,Y
IDCJAC0002,054038,2013,08,21.7,Y
IDCJAC0002,054038,2013,09,27.7,Y
IDCJAC0002,054038,2013,10,30.1,Y
IDCJAC0002,054038,2013,11,31.4,Y
IDCJAC0002,054038,2013,12,34.3,Y
IDCJAC0002,054038,2014,01,36.7,Y
IDCJAC0002,054038,2014,02,35.0,Y
IDCJAC0002,054038,2014,03,30.4,Y
IDCJAC0002,054038,2014,04,27.1,Y
IDCJAC0002,054038,2014,05,22.7,Y
IDCJAC0002,054038,2014,06,18.6,Y
IDCJAC0002,054038,2014,07,18.4,Y
IDCJAC0002,054038,2014,08,19.4,Y
IDCJAC0002,054038,2014,09,23.8,Y
IDCJAC0002,054038,2014,10,30.8,Y
IDCJAC0002,054038,2014,11,35.3,Y
IDCJAC0002,054038,2014,12,34.1,Y
IDCJAC0002,054038,2015,01,33.6,Y
IDCJAC0002,054038,2015,02,34.6,Y
IDCJAC0002,054038,2015,03,32.2,Y
IDCJAC0002,054038,2015,04,24.3,Y
IDCJAC0002,054038,2015,05,21.2,Y
IDCJAC0002,054038,2015,06,18.4,Y
IDCJAC0002,054038,2015,07,16.8,Y
IDCJAC0002,054038,2015,08,19.2,Y
IDCJAC0002,054038,2015,09,23.0,Y
IDCJAC0002,054038,2015,10,31.2,Y
IDCJAC0002,054038,2015,11,32.4,Y
IDCJAC0002,054038,2015,12,33.9,Y
IDCJAC0002,054038,2016,01,32.4,Y
IDCJAC0002,054038,2016,02,35.5,Y
IDCJAC0002,054038,2016,03,33.3,Y
IDCJAC0002,054038,2016,04,30.0,Y
IDCJAC0002,054038,2016,05,23.5,Y
IDCJAC0002,054038,2016,06,17.3,Y
IDCJAC0002,054038,2016,07,17.5,Y
IDCJAC0002,054038,2016,08,18.5,Y
IDCJAC0002,054038,2016,09,20.3,Y
IDCJAC0002,054038,2016,10,24.7,Y
IDCJAC0002,054038,2016,11,31.3,Y
IDCJAC0002,054038,2016,12,35.9,Y
IDCJAC0002,054038,2017,01,37.8,Y
IDCJAC0002,054038,2017,02,37.1,Y
IDCJAC0002,054038,2017,03,29.7,Y
IDCJAC0002,054038,2017,04,25.5,Y
IDCJAC0002,054038,2017,05,23.1,Y
IDCJAC0002,054038,2017,06,19.2,Y
IDCJAC0002,054038,2017,07,19.2,Y
IDCJAC0002,054038,2017,08,20.5,Y
IDCJAC0002,054038,2017,09,25.9,Y
IDCJAC0002,054038,2017,10,28.9,Y
IDCJAC0002,054038,2017,11,29.5,Y
IDCJAC0002,054038,2017,12,34.8,Y
IDCJAC0002,054038,2018,01,37.1,Y
IDCJAC0002,054038,2018,02,34.9,Y
IDCJAC0002,054038,2018,03,33.0,Y
IDCJAC0002,054038,2018,04,29.7,Y
IDCJAC0002,054038,2018,05,23.3,Y
IDCJAC0002,054038,2018,06,19.8,Y
IDCJAC0002,054038,2018,07,20.4,Y
IDCJAC0002,054038,2018,08,20.7,Y
IDCJAC0002,054038,2018,09,25.1,Y
