Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0002,069134,1991,null,null,null,null,null,null,null,null,null,null,22.7,23.7,null
IDCJAC0002,069134,1992,23.6,23.4,24.5,21.6,19.8,17.1,17.4,17.3,18.5,20.3,21.3,23.2,20.7
IDCJAC0002,069134,1993,25.8,26.7,23.5,22.8,20.3,17.4,17.1,19.0,19.3,20.8,22.4,24.5,21.6
IDCJAC0002,069134,1994,26.7,26.7,22.9,22.6,20.2,17.6,18.4,18.0,20.1,21.6,22.9,25.4,21.9
IDCJAC0002,069134,1995,24.5,25.0,23.6,21.5,19.6,17.4,16.2,20.3,17.9,20.5,22.2,22.6,20.9
IDCJAC0002,069134,1996,24.3,23.9,23.5,21.5,19.9,18.2,16.3,18.0,20.7,21.4,21.6,23.1,21.0
IDCJAC0002,069134,1997,23.8,24.9,24.1,22.6,19.3,17.8,16.6,18.3,18.3,22.3,24.0,26.4,21.5
IDCJAC0002,069134,1998,25.8,28.2,27.0,23.5,20.1,17.7,16.7,17.0,21.2,22.3,21.1,24.5,22.1
IDCJAC0002,069134,1999,26.3,25.2,24.9,21.0,21.2,18.1,17.6,19.4,20.8,22.1,21.3,23.9,21.8
IDCJAC0002,069134,2000,24.3,27.3,23.7,23.0,19.4,17.6,17.2,17.9,22.0,21.8,22.5,25.9,21.9
IDCJAC0002,069134,2001,27.2,25.5,25.3,22.6,19.3,18.9,17.0,19.0,21.6,22.2,23.6,23.7,22.2
IDCJAC0002,069134,2002,25.5,23.9,23.5,23.2,19.3,17.8,17.6,17.8,22.1,23.1,24.3,24.8,21.9
IDCJAC0002,069134,2003,26.5,26.3,23.3,21.3,19.2,18.1,16.7,17.8,21.0,20.0,21.9,24.5,21.4
IDCJAC0002,069134,2004,25.7,25.5,24.6,22.4,19.5,18.9,16.8,18.0,19.9,22.1,24.6,24.2,21.9
IDCJAC0002,069134,2005,26.4,24.3,23.9,23.9,19.7,18.0,18.0,18.9,19.6,23.6,22.8,26.6,22.1
IDCJAC0002,069134,2006,26.2,26.4,25.4,22.9,18.6,15.8,16.3,18.0,21.5,23.4,22.8,23.6,21.7
IDCJAC0002,069134,2007,26.8,26.3,24.9,21.6,21.8,15.7,16.5,18.8,20.2,23.6,22.9,24.4,22.0
IDCJAC0002,069134,2008,26.2,23.8,24.7,20.9,19.2,17.8,16.3,16.8,21.2,23.8,22.8,24.1,21.5
IDCJAC0002,069134,2009,27.0,24.0,24.8,21.6,19.1,17.1,17.5,20.4,21.8,19.9,26.5,25.4,22.1
IDCJAC0002,069134,2010,26.0,26.9,24.8,23.1,19.6,16.6,16.3,17.4,19.0,21.2,23.3,25.1,21.6
IDCJAC0002,069134,2011,25.8,25.9,23.9,21.5,18.7,17.1,16.3,18.4,19.8,20.4,23.9,22.1,21.1
IDCJAC0002,069134,2012,25.7,24.2,23.0,21.6,19.2,16.2,16.8,18.0,20.8,20.7,22.4,24.5,21.1
IDCJAC0002,069134,2013,27.1,25.4,25.2,22.2,19.5,16.6,17.6,19.0,22.8,25.2,23.5,24.2,22.4
IDCJAC0002,069134,2014,26.6,25.1,25.8,22.6,21.4,17.7,17.8,17.1,20.3,22.6,24.3,24.9,22.2
IDCJAC0002,069134,2015,26.4,25.5,24.3,21.1,19.7,16.8,16.1,17.4,19.3,25.4,24.3,26.3,21.9
IDCJAC0002,069134,2016,25.8,26.2,25.7,23.8,21.3,17.8,17.7,18.4,19.4,22.7,24.3,28.2,22.6
IDCJAC0002,069134,2017,27.8,26.3,25.0,22.1,19.9,17.1,17.6,18.3,23.3,22.9,23.3,25.9,22.5
IDCJAC0002,069134,2018,26.8,26.1,25.5,23.7,21.3,17.0,null,18.3,20.1,null,null,null,null
