Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,015590,1941,11,31.5,Y
IDCJAC0002,015590,1941,12,35.8,Y
IDCJAC0002,015590,1942,01,34.3,Y
IDCJAC0002,015590,1942,02,35.5,Y
IDCJAC0002,015590,1942,03,35.5,Y
IDCJAC0002,015590,1942,04,28.7,Y
IDCJAC0002,015590,1942,05,25.6,Y
IDCJAC0002,015590,1942,06,21.0,Y
IDCJAC0002,015590,1942,07,19.4,Y
IDCJAC0002,015590,1942,08,26.0,Y
IDCJAC0002,015590,1942,09,29.3,Y
IDCJAC0002,015590,1942,10,31.4,Y
IDCJAC0002,015590,1942,11,32.6,Y
IDCJAC0002,015590,1942,12,34.8,Y
IDCJAC0002,015590,1943,01,36.9,Y
IDCJAC0002,015590,1943,02,35.2,Y
IDCJAC0002,015590,1943,03,35.4,Y
IDCJAC0002,015590,1943,04,28.5,Y
IDCJAC0002,015590,1943,05,20.6,Y
IDCJAC0002,015590,1943,06,18.7,Y
IDCJAC0002,015590,1943,07,20.0,Y
IDCJAC0002,015590,1943,08,20.4,Y
IDCJAC0002,015590,1943,09,27.5,Y
IDCJAC0002,015590,1943,10,31.0,Y
IDCJAC0002,015590,1943,11,30.3,Y
IDCJAC0002,015590,1943,12,35.4,Y
IDCJAC0002,015590,1944,01,36.4,Y
IDCJAC0002,015590,1944,02,31.2,Y
IDCJAC0002,015590,1944,03,32.6,Y
IDCJAC0002,015590,1944,04,28.1,Y
IDCJAC0002,015590,1944,05,22.9,Y
IDCJAC0002,015590,1944,06,18.1,Y
IDCJAC0002,015590,1944,07,19.1,Y
IDCJAC0002,015590,1944,08,23.5,Y
IDCJAC0002,015590,1944,09,29.2,Y
IDCJAC0002,015590,1944,10,29.9,Y
IDCJAC0002,015590,1944,11,34.9,Y
IDCJAC0002,015590,1944,12,35.5,Y
IDCJAC0002,015590,1945,01,34.4,Y
IDCJAC0002,015590,1945,02,34.0,Y
IDCJAC0002,015590,1945,03,31.5,Y
IDCJAC0002,015590,1945,04,27.4,Y
IDCJAC0002,015590,1945,05,23.0,Y
IDCJAC0002,015590,1945,06,22.3,Y
IDCJAC0002,015590,1945,07,17.9,Y
IDCJAC0002,015590,1945,08,25.1,Y
IDCJAC0002,015590,1945,09,27.0,Y
IDCJAC0002,015590,1945,10,27.1,Y
IDCJAC0002,015590,1945,11,31.9,Y
IDCJAC0002,015590,1945,12,33.3,Y
IDCJAC0002,015590,1946,01,35.3,Y
IDCJAC0002,015590,1946,02,31.8,Y
IDCJAC0002,015590,1946,03,28.7,Y
IDCJAC0002,015590,1946,04,25.0,Y
IDCJAC0002,015590,1946,05,24.8,Y
IDCJAC0002,015590,1946,06,18.8,Y
IDCJAC0002,015590,1946,07,21.9,Y
IDCJAC0002,015590,1946,08,23.1,Y
IDCJAC0002,015590,1946,09,27.1,Y
IDCJAC0002,015590,1946,10,29.0,Y
IDCJAC0002,015590,1946,11,34.4,Y
IDCJAC0002,015590,1946,12,34.3,Y
IDCJAC0002,015590,1947,01,37.7,Y
IDCJAC0002,015590,1947,02,35.2,Y
IDCJAC0002,015590,1947,03,32.3,Y
IDCJAC0002,015590,1947,04,26.6,Y
IDCJAC0002,015590,1947,05,23.2,Y
IDCJAC0002,015590,1947,06,21.5,Y
IDCJAC0002,015590,1947,07,20.8,Y
IDCJAC0002,015590,1947,08,19.6,Y
IDCJAC0002,015590,1947,09,23.5,Y
IDCJAC0002,015590,1947,10,28.9,Y
IDCJAC0002,015590,1947,11,31.2,Y
IDCJAC0002,015590,1947,12,34.1,Y
IDCJAC0002,015590,1948,01,33.7,Y
IDCJAC0002,015590,1948,02,34.7,Y
IDCJAC0002,015590,1948,03,29.9,Y
IDCJAC0002,015590,1948,04,26.9,Y
IDCJAC0002,015590,1948,05,22.0,Y
IDCJAC0002,015590,1948,06,18.9,Y
IDCJAC0002,015590,1948,07,18.8,Y
IDCJAC0002,015590,1948,08,23.0,Y
IDCJAC0002,015590,1948,09,26.2,Y
IDCJAC0002,015590,1948,10,31.8,Y
IDCJAC0002,015590,1948,11,34.1,Y
IDCJAC0002,015590,1948,12,35.3,Y
IDCJAC0002,015590,1949,01,34.9,Y
IDCJAC0002,015590,1949,02,30.9,Y
IDCJAC0002,015590,1949,03,28.3,Y
IDCJAC0002,015590,1949,04,25.3,Y
IDCJAC0002,015590,1949,05,20.4,Y
IDCJAC0002,015590,1949,06,15.7,Y
IDCJAC0002,015590,1949,07,20.1,Y
IDCJAC0002,015590,1949,08,22.2,Y
IDCJAC0002,015590,1949,09,24.2,Y
IDCJAC0002,015590,1949,10,32.3,Y
IDCJAC0002,015590,1949,11,33.2,Y
IDCJAC0002,015590,1949,12,36.0,Y
IDCJAC0002,015590,1950,01,36.8,Y
IDCJAC0002,015590,1950,02,34.2,Y
IDCJAC0002,015590,1950,03,29.0,Y
IDCJAC0002,015590,1950,04,26.4,Y
IDCJAC0002,015590,1950,05,23.6,Y
IDCJAC0002,015590,1950,06,16.5,Y
IDCJAC0002,015590,1950,07,17.9,Y
IDCJAC0002,015590,1950,08,21.0,Y
IDCJAC0002,015590,1950,09,27.2,Y
IDCJAC0002,015590,1950,10,28.0,Y
IDCJAC0002,015590,1950,11,32.5,Y
IDCJAC0002,015590,1950,12,33.0,Y
IDCJAC0002,015590,1951,01,35.3,Y
IDCJAC0002,015590,1951,02,35.7,Y
IDCJAC0002,015590,1951,03,35.3,Y
IDCJAC0002,015590,1951,04,27.1,Y
IDCJAC0002,015590,1951,05,22.1,Y
IDCJAC0002,015590,1951,06,20.2,Y
IDCJAC0002,015590,1951,07,19.6,Y
IDCJAC0002,015590,1951,08,20.5,Y
IDCJAC0002,015590,1951,09,28.5,Y
IDCJAC0002,015590,1951,10,30.9,Y
IDCJAC0002,015590,1951,11,34.6,Y
IDCJAC0002,015590,1951,12,34.8,Y
IDCJAC0002,015590,1952,01,35.9,Y
IDCJAC0002,015590,1952,02,35.2,Y
IDCJAC0002,015590,1952,03,33.1,Y
IDCJAC0002,015590,1952,04,27.0,Y
IDCJAC0002,015590,1952,05,22.8,Y
IDCJAC0002,015590,1952,06,20.5,Y
IDCJAC0002,015590,1952,07,16.0,Y
IDCJAC0002,015590,1952,08,20.5,Y
IDCJAC0002,015590,1952,09,26.5,Y
IDCJAC0002,015590,1952,10,29.3,Y
IDCJAC0002,015590,1952,11,31.3,Y
IDCJAC0002,015590,1952,12,35.8,Y
IDCJAC0002,015590,1953,01,33.5,Y
IDCJAC0002,015590,1953,02,31.5,Y
IDCJAC0002,015590,1953,03,34.7,Y
IDCJAC0002,015590,1953,04,29.6,Y
IDCJAC0002,015590,1953,05,22.6,Y
IDCJAC0002,015590,1953,06,21.7,Y
IDCJAC0002,015590,1953,07,19.4,Y
IDCJAC0002,015590,1953,08,21.5,Y
IDCJAC0002,015590,1953,09,25.8,Y
IDCJAC0002,015590,1953,10,32.1,Y
IDCJAC0002,015590,1953,11,33.3,Y
IDCJAC0002,015590,1953,12,34.8,Y
IDCJAC0002,015590,1954,01,34.6,Y
IDCJAC0002,015590,1954,02,33.5,Y
IDCJAC0002,015590,1954,03,34.9,Y
IDCJAC0002,015590,1954,04,26.8,Y
IDCJAC0002,015590,1954,05,23.4,Y
IDCJAC0002,015590,1954,06,18.8,Y
IDCJAC0002,015590,1954,07,20.1,Y
IDCJAC0002,015590,1954,08,20.8,Y
IDCJAC0002,015590,1954,09,25.6,Y
IDCJAC0002,015590,1954,10,29.7,Y
IDCJAC0002,015590,1954,11,32.6,Y
IDCJAC0002,015590,1954,12,35.8,Y
