Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,069134,1991,11,22.7,Y
IDCJAC0002,069134,1991,12,23.7,Y
IDCJAC0002,069134,1992,01,23.6,Y
IDCJAC0002,069134,1992,02,23.4,Y
IDCJAC0002,069134,1992,03,24.5,Y
IDCJAC0002,069134,1992,04,21.6,Y
IDCJAC0002,069134,1992,05,19.8,Y
IDCJAC0002,069134,1992,06,17.1,Y
IDCJAC0002,069134,1992,07,17.4,Y
IDCJAC0002,069134,1992,08,17.3,Y
IDCJAC0002,069134,1992,09,18.5,Y
IDCJAC0002,069134,1992,10,20.3,Y
IDCJAC0002,069134,1992,11,21.3,Y
IDCJAC0002,069134,1992,12,23.2,Y
IDCJAC0002,069134,1993,01,25.8,Y
IDCJAC0002,069134,1993,02,26.7,Y
IDCJAC0002,069134,1993,03,23.5,Y
IDCJAC0002,069134,1993,04,22.8,Y
IDCJAC0002,069134,1993,05,20.3,Y
IDCJAC0002,069134,1993,06,17.4,Y
IDCJAC0002,069134,1993,07,17.1,Y
IDCJAC0002,069134,1993,08,19.0,Y
IDCJAC0002,069134,1993,09,19.3,Y
IDCJAC0002,069134,1993,10,20.8,Y
IDCJAC0002,069134,1993,11,22.4,Y
IDCJAC0002,069134,1993,12,24.5,Y
IDCJAC0002,069134,1994,01,26.7,Y
IDCJAC0002,069134,1994,02,26.7,Y
IDCJAC0002,069134,1994,03,22.9,Y
IDCJAC0002,069134,1994,04,22.6,Y
IDCJAC0002,069134,1994,05,20.2,Y
IDCJAC0002,069134,1994,06,17.6,Y
IDCJAC0002,069134,1994,07,18.4,Y
IDCJAC0002,069134,1994,08,18.0,Y
IDCJAC0002,069134,1994,09,20.1,Y
IDCJAC0002,069134,1994,10,21.6,Y
IDCJAC0002,069134,1994,11,22.9,Y
IDCJAC0002,069134,1994,12,25.4,Y
IDCJAC0002,069134,1995,01,24.5,Y
IDCJAC0002,069134,1995,02,25.0,Y
IDCJAC0002,069134,1995,03,23.6,Y
IDCJAC0002,069134,1995,04,21.5,Y
IDCJAC0002,069134,1995,05,19.6,Y
IDCJAC0002,069134,1995,06,17.4,Y
IDCJAC0002,069134,1995,07,16.2,Y
IDCJAC0002,069134,1995,08,20.3,Y
IDCJAC0002,069134,1995,09,17.9,Y
IDCJAC0002,069134,1995,10,20.5,Y
IDCJAC0002,069134,1995,11,22.2,Y
IDCJAC0002,069134,1995,12,22.6,Y
IDCJAC0002,069134,1996,01,24.3,Y
IDCJAC0002,069134,1996,02,23.9,Y
IDCJAC0002,069134,1996,03,23.5,Y
IDCJAC0002,069134,1996,04,21.5,Y
IDCJAC0002,069134,1996,05,19.9,Y
IDCJAC0002,069134,1996,06,18.2,Y
IDCJAC0002,069134,1996,07,16.3,Y
IDCJAC0002,069134,1996,08,18.0,Y
IDCJAC0002,069134,1996,09,20.7,Y
IDCJAC0002,069134,1996,10,21.4,Y
IDCJAC0002,069134,1996,11,21.6,Y
IDCJAC0002,069134,1996,12,23.1,Y
IDCJAC0002,069134,1997,01,23.8,Y
IDCJAC0002,069134,1997,02,24.9,Y
IDCJAC0002,069134,1997,03,24.1,Y
IDCJAC0002,069134,1997,04,22.6,Y
IDCJAC0002,069134,1997,05,19.3,Y
IDCJAC0002,069134,1997,06,17.8,Y
IDCJAC0002,069134,1997,07,16.6,Y
IDCJAC0002,069134,1997,08,18.3,Y
IDCJAC0002,069134,1997,09,18.3,Y
IDCJAC0002,069134,1997,10,22.3,Y
IDCJAC0002,069134,1997,11,24.0,Y
IDCJAC0002,069134,1997,12,26.4,Y
IDCJAC0002,069134,1998,01,25.8,Y
IDCJAC0002,069134,1998,02,28.2,Y
IDCJAC0002,069134,1998,03,27.0,Y
IDCJAC0002,069134,1998,04,23.5,Y
IDCJAC0002,069134,1998,05,20.1,Y
IDCJAC0002,069134,1998,06,17.7,Y
IDCJAC0002,069134,1998,07,16.7,Y
IDCJAC0002,069134,1998,08,17.0,Y
IDCJAC0002,069134,1998,09,21.2,Y
IDCJAC0002,069134,1998,10,22.3,Y
IDCJAC0002,069134,1998,11,21.1,Y
IDCJAC0002,069134,1998,12,24.5,Y
IDCJAC0002,069134,1999,01,26.3,Y
IDCJAC0002,069134,1999,02,25.2,Y
IDCJAC0002,069134,1999,03,24.9,Y
IDCJAC0002,069134,1999,04,21.0,Y
IDCJAC0002,069134,1999,05,21.2,Y
IDCJAC0002,069134,1999,06,18.1,Y
IDCJAC0002,069134,1999,07,17.6,Y
IDCJAC0002,069134,1999,08,19.4,Y
IDCJAC0002,069134,1999,09,20.8,Y
IDCJAC0002,069134,1999,10,22.1,Y
IDCJAC0002,069134,1999,11,21.3,Y
IDCJAC0002,069134,1999,12,23.9,Y
IDCJAC0002,069134,2000,01,24.3,Y
IDCJAC0002,069134,2000,02,27.3,Y
IDCJAC0002,069134,2000,03,23.7,Y
IDCJAC0002,069134,2000,04,23.0,Y
IDCJAC0002,069134,2000,05,19.4,Y
IDCJAC0002,069134,2000,06,17.6,Y
IDCJAC0002,069134,2000,07,17.2,Y
IDCJAC0002,069134,2000,08,17.9,Y
IDCJAC0002,069134,2000,09,22.0,Y
IDCJAC0002,069134,2000,10,21.8,Y
IDCJAC0002,069134,2000,11,22.5,Y
IDCJAC0002,069134,2000,12,25.9,Y
IDCJAC0002,069134,2001,01,27.2,Y
IDCJAC0002,069134,2001,02,25.5,Y
IDCJAC0002,069134,2001,03,25.3,Y
IDCJAC0002,069134,2001,04,22.6,Y
IDCJAC0002,069134,2001,05,19.3,Y
IDCJAC0002,069134,2001,06,18.9,Y
IDCJAC0002,069134,2001,07,17.0,Y
IDCJAC0002,069134,2001,08,19.0,Y
IDCJAC0002,069134,2001,09,21.6,Y
IDCJAC0002,069134,2001,10,22.2,Y
IDCJAC0002,069134,2001,11,23.6,Y
IDCJAC0002,069134,2001,12,23.7,Y
IDCJAC0002,069134,2002,01,25.5,Y
IDCJAC0002,069134,2002,02,23.9,Y
IDCJAC0002,069134,2002,03,23.5,Y
IDCJAC0002,069134,2002,04,23.2,Y
IDCJAC0002,069134,2002,05,19.3,Y
IDCJAC0002,069134,2002,06,17.8,Y
IDCJAC0002,069134,2002,07,17.6,Y
IDCJAC0002,069134,2002,08,17.8,Y
IDCJAC0002,069134,2002,09,22.1,Y
IDCJAC0002,069134,2002,10,23.1,Y
IDCJAC0002,069134,2002,11,24.3,Y
IDCJAC0002,069134,2002,12,24.8,Y
IDCJAC0002,069134,2003,01,26.5,Y
IDCJAC0002,069134,2003,02,26.3,Y
IDCJAC0002,069134,2003,03,23.3,Y
IDCJAC0002,069134,2003,04,21.3,Y
