Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,032037,1947,06,24.2,Y
IDCJAC0002,032037,1947,07,21.6,Y
IDCJAC0002,032037,1947,08,24.8,Y
IDCJAC0002,032037,1947,09,26.2,Y
IDCJAC0002,032037,1947,10,27.4,Y
IDCJAC0002,032037,1947,11,30.2,Y
IDCJAC0002,032037,1947,12,31.1,Y
IDCJAC0002,032037,1948,01,30.0,Y
IDCJAC0002,032037,1948,02,29.8,Y
IDCJAC0002,032037,1948,03,30.0,Y
IDCJAC0002,032037,1948,04,27.8,Y
IDCJAC0002,032037,1948,05,26.1,Y
IDCJAC0002,032037,1948,06,23.4,Y
IDCJAC0002,032037,1948,07,23.3,Y
IDCJAC0002,032037,1948,08,23.7,Y
IDCJAC0002,032037,1948,09,26.9,Y
IDCJAC0002,032037,1948,10,30.0,Y
IDCJAC0002,032037,1948,11,30.9,Y
IDCJAC0002,032037,1948,12,31.7,Y
IDCJAC0002,032037,1949,01,31.1,Y
IDCJAC0002,032037,1949,02,30.5,Y
IDCJAC0002,032037,1949,03,29.8,Y
IDCJAC0002,032037,1949,04,25.4,Y
IDCJAC0002,032037,1949,05,24.7,Y
IDCJAC0002,032037,1949,06,22.5,Y
IDCJAC0002,032037,1949,07,22.2,Y
IDCJAC0002,032037,1949,08,23.3,Y
IDCJAC0002,032037,1949,09,25.4,Y
IDCJAC0002,032037,1949,10,30.1,Y
IDCJAC0002,032037,1949,11,31.4,Y
IDCJAC0002,032037,1949,12,31.7,Y
IDCJAC0002,032037,1950,01,30.9,Y
IDCJAC0002,032037,1950,02,30.8,Y
IDCJAC0002,032037,1950,03,30.5,Y
IDCJAC0002,032037,1950,04,26.7,Y
IDCJAC0002,032037,1950,05,26.6,Y
IDCJAC0002,032037,1950,06,24.0,Y
IDCJAC0002,032037,1950,07,24.2,Y
IDCJAC0002,032037,1950,08,24.0,Y
IDCJAC0002,032037,1950,09,25.7,Y
IDCJAC0002,032037,1950,10,28.5,Y
IDCJAC0002,032037,1950,11,29.8,Y
IDCJAC0002,032037,1950,12,28.2,Y
IDCJAC0002,032037,1951,01,30.7,Y
IDCJAC0002,032037,1951,02,30.1,Y
IDCJAC0002,032037,1951,03,29.7,Y
IDCJAC0002,032037,1951,04,29.3,Y
IDCJAC0002,032037,1951,05,25.4,Y
IDCJAC0002,032037,1951,06,24.9,Y
IDCJAC0002,032037,1951,07,23.5,Y
IDCJAC0002,032037,1951,08,25.3,Y
IDCJAC0002,032037,1951,09,25.3,Y
IDCJAC0002,032037,1951,10,28.7,Y
IDCJAC0002,032037,1951,11,29.8,Y
IDCJAC0002,032037,1951,12,31.8,Y
IDCJAC0002,032037,1952,01,30.0,Y
IDCJAC0002,032037,1952,02,30.2,Y
IDCJAC0002,032037,1952,03,29.2,Y
IDCJAC0002,032037,1952,04,28.7,Y
IDCJAC0002,032037,1952,05,26.9,Y
IDCJAC0002,032037,1952,06,25.0,Y
IDCJAC0002,032037,1952,07,24.2,Y
IDCJAC0002,032037,1952,08,26.2,Y
IDCJAC0002,032037,1952,09,28.1,Y
IDCJAC0002,032037,1952,10,29.6,Y
IDCJAC0002,032037,1952,11,31.9,Y
IDCJAC0002,032037,1952,12,32.3,Y
IDCJAC0002,032037,1953,01,29.2,Y
IDCJAC0002,032037,1953,02,30.6,Y
IDCJAC0002,032037,1953,03,28.1,Y
IDCJAC0002,032037,1953,04,28.1,Y
IDCJAC0002,032037,1953,05,26.6,Y
IDCJAC0002,032037,1953,06,25.3,Y
IDCJAC0002,032037,1953,07,22.8,Y
IDCJAC0002,032037,1953,08,25.1,Y
IDCJAC0002,032037,1953,09,26.7,Y
IDCJAC0002,032037,1953,10,29.1,Y
IDCJAC0002,032037,1953,11,30.2,Y
IDCJAC0002,032037,1953,12,31.2,Y
IDCJAC0002,032037,1954,01,30.7,Y
IDCJAC0002,032037,1954,02,30.7,Y
IDCJAC0002,032037,1954,03,29.7,Y
IDCJAC0002,032037,1954,04,27.4,Y
IDCJAC0002,032037,1954,05,25.1,Y
IDCJAC0002,032037,1954,06,22.9,Y
IDCJAC0002,032037,1954,07,23.6,Y
IDCJAC0002,032037,1954,08,23.4,Y
IDCJAC0002,032037,1954,09,25.4,Y
IDCJAC0002,032037,1954,10,26.7,Y
IDCJAC0002,032037,1954,11,29.8,Y
IDCJAC0002,032037,1954,12,28.9,Y
IDCJAC0002,032037,1955,01,30.0,Y
IDCJAC0002,032037,1955,02,28.6,Y
IDCJAC0002,032037,1955,03,29.8,Y
IDCJAC0002,032037,1955,04,27.6,Y
IDCJAC0002,032037,1955,05,26.3,Y
IDCJAC0002,032037,1955,06,23.7,Y
IDCJAC0002,032037,1955,07,22.9,Y
IDCJAC0002,032037,1955,08,25.7,Y
IDCJAC0002,032037,1955,09,25.2,Y
IDCJAC0002,032037,1955,10,29.6,Y
IDCJAC0002,032037,1955,11,28.7,Y
IDCJAC0002,032037,1955,12,31.3,Y
IDCJAC0002,032037,1956,01,30.2,Y
IDCJAC0002,032037,1956,02,31.5,Y
IDCJAC0002,032037,1956,03,29.9,Y
IDCJAC0002,032037,1956,04,27.8,Y
IDCJAC0002,032037,1956,05,27.4,Y
IDCJAC0002,032037,1956,06,24.1,Y
IDCJAC0002,032037,1956,07,23.9,Y
IDCJAC0002,032037,1956,08,23.2,Y
IDCJAC0002,032037,1956,09,24.9,Y
IDCJAC0002,032037,1956,10,28.8,Y
IDCJAC0002,032037,1956,11,30.1,Y
IDCJAC0002,032037,1956,12,31.3,Y
IDCJAC0002,032037,1965,01,29.6,Y
IDCJAC0002,032037,1965,02,29.6,Y
IDCJAC0002,032037,1965,03,28.9,Y
IDCJAC0002,032037,1965,04,27.9,Y
IDCJAC0002,032037,1965,05,26.4,Y
IDCJAC0002,032037,1965,06,24.0,Y
IDCJAC0002,032037,1965,07,23.6,Y
IDCJAC0002,032037,1965,08,26.0,Y
IDCJAC0002,032037,1965,09,27.1,Y
IDCJAC0002,032037,1965,10,28.2,Y
IDCJAC0002,032037,1965,11,30.5,Y
IDCJAC0002,032037,1965,12,29.7,Y
IDCJAC0002,032037,1966,01,29.4,Y
IDCJAC0002,032037,1966,02,31.2,Y
IDCJAC0002,032037,1966,03,30.0,Y
IDCJAC0002,032037,1966,04,28.9,Y
IDCJAC0002,032037,1966,05,25.5,Y
IDCJAC0002,032037,1966,06,24.5,Y
IDCJAC0002,032037,1966,07,24.1,Y
IDCJAC0002,032037,1966,08,24.7,Y
IDCJAC0002,032037,1966,09,27.6,Y
IDCJAC0002,032037,1966,11,30.0,Y
IDCJAC0002,032037,1966,12,29.5,Y
IDCJAC0002,032037,1967,01,32.5,Y
IDCJAC0002,032037,1967,02,29.4,Y
IDCJAC0002,032037,1967,03,28.6,Y
IDCJAC0002,032037,1967,04,27.3,Y
IDCJAC0002,032037,1967,05,25.5,Y
IDCJAC0002,032037,1967,06,24.0,Y
IDCJAC0002,032037,1967,07,23.1,Y
IDCJAC0002,032037,1967,08,25.2,Y
IDCJAC0002,032037,1967,09,27.3,Y
IDCJAC0002,032037,1967,10,28.6,Y
IDCJAC0002,032037,1967,11,30.2,Y
IDCJAC0002,032037,1967,12,31.2,Y
IDCJAC0002,032037,1968,01,30.8,Y
IDCJAC0002,032037,1968,02,29.9,Y
IDCJAC0002,032037,1968,03,29.8,Y
IDCJAC0002,032037,1968,04,29.3,Y
IDCJAC0002,032037,1968,05,26.5,Y
IDCJAC0002,032037,1968,06,24.9,Y
IDCJAC0002,032037,1968,07,23.2,Y
IDCJAC0002,032037,1968,08,25.5,Y
IDCJAC0002,032037,1968,09,26.5,Y
IDCJAC0002,032037,1968,10,28.8,Y
IDCJAC0002,032037,1968,11,31.5,Y
IDCJAC0002,032037,1968,12,31.5,Y
IDCJAC0002,032037,1969,01,31.0,Y
IDCJAC0002,032037,1969,02,30.8,Y
IDCJAC0002,032037,1969,04,28.4,Y
IDCJAC0002,032037,1969,05,26.3,Y
IDCJAC0002,032037,1969,06,24.3,Y
IDCJAC0002,032037,1969,07,23.5,Y
IDCJAC0002,032037,1969,08,25.1,Y
IDCJAC0002,032037,1969,09,26.9,Y
IDCJAC0002,032037,1969,10,28.3,Y
IDCJAC0002,032037,1969,11,31.0,Y
IDCJAC0002,032037,1969,12,32.1,Y
IDCJAC0002,032037,1970,01,32.2,Y
IDCJAC0002,032037,1970,02,30.3,Y
IDCJAC0002,032037,1970,03,29.8,Y
IDCJAC0002,032037,1970,04,28.7,Y
IDCJAC0002,032037,1970,05,26.1,Y
IDCJAC0002,032037,1970,06,24.8,Y
IDCJAC0002,032037,1970,07,23.6,Y
IDCJAC0002,032037,1970,08,25.4,Y
IDCJAC0002,032037,1970,09,27.4,Y
IDCJAC0002,032037,1970,10,28.5,Y
IDCJAC0002,032037,1970,11,30.2,Y
IDCJAC0002,032037,1970,12,31.1,Y
IDCJAC0002,032037,1971,01,33.2,Y
IDCJAC0002,032037,1971,02,31.4,Y
IDCJAC0002,032037,1971,03,28.0,Y
IDCJAC0002,032037,1971,04,26.6,Y
IDCJAC0002,032037,1971,05,27.1,Y
IDCJAC0002,032037,1971,06,23.6,Y
IDCJAC0002,032037,1971,07,23.2,Y
IDCJAC0002,032037,1971,08,26.7,Y
IDCJAC0002,032037,1971,09,28.3,Y
IDCJAC0002,032037,1971,10,31.7,Y
IDCJAC0002,032037,1971,11,32.9,Y
IDCJAC0002,032037,1971,12,33.4,Y
IDCJAC0002,032037,1972,01,32.5,Y
IDCJAC0002,032037,1972,02,30.0,Y
IDCJAC0002,032037,1972,03,29.1,Y
IDCJAC0002,032037,1972,04,27.7,Y
IDCJAC0002,032037,1972,05,24.6,Y
IDCJAC0002,032037,1972,06,23.7,Y
IDCJAC0002,032037,1972,07,24.3,Y
IDCJAC0002,032037,1972,08,26.5,Y
IDCJAC0002,032037,1972,09,25.8,Y
IDCJAC0002,032037,1972,10,30.2,Y
IDCJAC0002,032037,1972,11,30.9,Y
IDCJAC0002,032037,1972,12,31.0,Y
IDCJAC0002,032037,1973,01,33.0,Y
IDCJAC0002,032037,1973,02,32.5,Y
IDCJAC0002,032037,1973,03,30.5,Y
IDCJAC0002,032037,1973,04,28.5,Y
IDCJAC0002,032037,1973,05,27.1,Y
IDCJAC0002,032037,1973,06,26.0,Y
IDCJAC0002,032037,1973,07,25.3,Y
IDCJAC0002,032037,1973,08,26.3,Y
IDCJAC0002,032037,1973,09,27.2,Y
IDCJAC0002,032037,1973,10,28.9,Y
IDCJAC0002,032037,1973,11,30.0,Y
IDCJAC0002,032037,1973,12,29.8,Y
IDCJAC0002,032037,1974,01,30.4,Y
IDCJAC0002,032037,1974,02,29.3,Y
IDCJAC0002,032037,1974,03,29.6,Y
IDCJAC0002,032037,1974,04,28.7,Y
IDCJAC0002,032037,1974,05,25.5,Y
IDCJAC0002,032037,1974,06,24.2,Y
IDCJAC0002,032037,1974,07,24.5,Y
IDCJAC0002,032037,1974,08,26.0,Y
IDCJAC0002,032037,1974,09,26.3,Y
IDCJAC0002,032037,1974,10,28.1,Y
IDCJAC0002,032037,1974,11,30.6,Y
IDCJAC0002,032037,1974,12,31.6,Y
IDCJAC0002,032037,1975,01,31.0,Y
IDCJAC0002,032037,1975,02,29.5,Y
IDCJAC0002,032037,1975,03,30.2,Y
IDCJAC0002,032037,1975,07,25.3,Y
IDCJAC0002,032037,1975,08,25.1,Y
IDCJAC0002,032037,1975,09,25.9,Y
IDCJAC0002,032037,1975,10,28.5,Y
IDCJAC0002,032037,1975,11,30.5,Y
IDCJAC0002,032037,1975,12,29.0,Y
IDCJAC0002,032037,1976,01,30.8,Y
IDCJAC0002,032037,1976,02,29.8,Y
IDCJAC0002,032037,1976,03,30.6,Y
IDCJAC0002,032037,1976,04,27.4,Y
IDCJAC0002,032037,1976,05,25.5,Y
IDCJAC0002,032037,1976,06,24.0,Y
IDCJAC0002,032037,1976,07,23.0,Y
IDCJAC0002,032037,1976,08,24.9,Y
IDCJAC0002,032037,1976,09,28.0,Y
IDCJAC0002,032037,1976,10,30.3,Y
IDCJAC0002,032037,1976,11,32.4,Y
IDCJAC0002,032037,1976,12,32.6,Y
IDCJAC0002,032037,1977,01,30.9,Y
IDCJAC0002,032037,1977,02,29.8,Y
IDCJAC0002,032037,1977,03,30.0,Y
IDCJAC0002,032037,1977,04,27.4,Y
IDCJAC0002,032037,1977,05,26.2,Y
IDCJAC0002,032037,1977,06,23.2,Y
IDCJAC0002,032037,1977,07,22.6,Y
IDCJAC0002,032037,1977,08,24.4,Y
IDCJAC0002,032037,1977,09,26.2,Y
IDCJAC0002,032037,1977,10,27.6,Y
IDCJAC0002,032037,1977,11,30.6,Y
IDCJAC0002,032037,1977,12,30.7,Y
IDCJAC0002,032037,1978,01,30.6,Y
IDCJAC0002,032037,1978,02,30.7,Y
IDCJAC0002,032037,1978,03,30.5,Y
IDCJAC0002,032037,1978,04,28.5,Y
IDCJAC0002,032037,1978,05,25.7,Y
IDCJAC0002,032037,1978,06,25.4,Y
IDCJAC0002,032037,1978,07,24.7,Y
IDCJAC0002,032037,1978,08,24.8,Y
IDCJAC0002,032037,1978,09,26.9,Y
IDCJAC0002,032037,1978,10,27.1,Y
IDCJAC0002,032037,1978,11,29.1,Y
IDCJAC0002,032037,1978,12,31.2,Y
IDCJAC0002,032037,1979,01,30.1,Y
IDCJAC0002,032037,1979,02,29.8,Y
IDCJAC0002,032037,1979,03,30.2,Y
IDCJAC0002,032037,1979,04,27.7,Y
IDCJAC0002,032037,1979,05,25.8,Y
IDCJAC0002,032037,1979,06,24.1,Y
IDCJAC0002,032037,1979,07,23.2,Y
IDCJAC0002,032037,1979,08,25.9,Y
IDCJAC0002,032037,1979,09,27.1,Y
IDCJAC0002,032037,1979,10,29.5,Y
IDCJAC0002,032037,1979,11,30.2,Y
IDCJAC0002,032037,1980,01,32.1,Y
IDCJAC0002,032037,1980,02,31.6,Y
IDCJAC0002,032037,1980,03,29.1,Y
IDCJAC0002,032037,1980,04,28.2,Y
IDCJAC0002,032037,1980,05,26.7,Y
IDCJAC0002,032037,1980,06,25.0,Y
IDCJAC0002,032037,1980,07,24.5,Y
IDCJAC0002,032037,1980,08,23.7,Y
IDCJAC0002,032037,1980,09,27.3,Y
IDCJAC0002,032037,1980,10,28.9,Y
IDCJAC0002,032037,1980,11,30.0,Y
IDCJAC0002,032037,1980,12,30.0,Y
IDCJAC0002,032037,1981,01,28.1,Y
IDCJAC0002,032037,1981,02,31.6,Y
IDCJAC0002,032037,1981,03,30.8,Y
IDCJAC0002,032037,1981,04,29.0,Y
IDCJAC0002,032037,1981,05,25.5,Y
IDCJAC0002,032037,1981,06,25.7,Y
IDCJAC0002,032037,1981,07,24.8,Y
IDCJAC0002,032037,1981,08,27.2,Y
IDCJAC0002,032037,1981,09,25.8,Y
IDCJAC0002,032037,1981,10,27.3,Y
IDCJAC0002,032037,1981,11,30.6,Y
IDCJAC0002,032037,1981,12,32.5,Y
IDCJAC0002,032037,1982,01,32.2,Y
IDCJAC0002,032037,1982,02,31.1,Y
IDCJAC0002,032037,1982,03,30.3,Y
IDCJAC0002,032037,1982,04,27.3,Y
IDCJAC0002,032037,1982,05,26.5,Y
IDCJAC0002,032037,1982,06,23.7,Y
IDCJAC0002,032037,1982,07,24.1,Y
IDCJAC0002,032037,1982,08,23.1,Y
IDCJAC0002,032037,1982,09,25.4,Y
IDCJAC0002,032037,1983,01,32.1,Y
IDCJAC0002,032037,1983,02,31.2,Y
IDCJAC0002,032037,1983,03,29.9,Y
IDCJAC0002,032037,1983,04,28.9,Y
IDCJAC0002,032037,1983,05,26.1,Y
IDCJAC0002,032037,1983,06,24.0,Y
IDCJAC0002,032037,1983,07,23.6,Y
IDCJAC0002,032037,1983,08,24.1,Y
IDCJAC0002,032037,1983,09,28.3,Y
IDCJAC0002,032037,1983,10,29.7,Y
IDCJAC0002,032037,1983,11,30.6,Y
IDCJAC0002,032037,1983,12,30.6,Y
IDCJAC0002,032037,1984,01,31.2,Y
IDCJAC0002,032037,1984,02,28.3,Y
IDCJAC0002,032037,1984,03,29.8,Y
IDCJAC0002,032037,1984,04,28.1,Y
IDCJAC0002,032037,1984,05,26.1,Y
IDCJAC0002,032037,1984,06,23.9,Y
IDCJAC0002,032037,1984,07,23.7,Y
IDCJAC0002,032037,1984,08,25.7,Y
IDCJAC0002,032037,1984,09,28.3,Y
IDCJAC0002,032037,1984,10,28.3,Y
IDCJAC0002,032037,1984,11,30.3,Y
IDCJAC0002,032037,1984,12,32.3,Y
IDCJAC0002,032037,1985,01,32.0,Y
IDCJAC0002,032037,1985,02,29.9,Y
IDCJAC0002,032037,1985,03,29.5,Y
IDCJAC0002,032037,1985,04,28.7,Y
IDCJAC0002,032037,1985,05,25.4,Y
IDCJAC0002,032037,1985,06,23.4,Y
IDCJAC0002,032037,1985,07,22.8,Y
IDCJAC0002,032037,1985,08,25.9,Y
IDCJAC0002,032037,1985,09,27.1,Y
IDCJAC0002,032037,1985,10,28.6,Y
IDCJAC0002,032037,1985,11,30.4,Y
IDCJAC0002,032037,1985,12,32.7,Y
IDCJAC0002,032037,1986,01,31.1,Y
IDCJAC0002,032037,1986,02,32.3,Y
IDCJAC0002,032037,1986,03,29.4,Y
IDCJAC0002,032037,1986,04,27.6,Y
IDCJAC0002,032037,1986,05,26.9,Y
IDCJAC0002,032037,1986,06,24.7,Y
IDCJAC0002,032037,1986,07,25.4,Y
IDCJAC0002,032037,1986,08,25.6,Y
IDCJAC0002,032037,1986,09,28.1,Y
IDCJAC0002,032037,1986,10,30.4,Y
IDCJAC0002,032037,1986,11,30.5,Y
IDCJAC0002,032037,1986,12,30.7,Y
IDCJAC0002,032037,1987,01,32.8,Y
IDCJAC0002,032037,1987,02,30.2,Y
IDCJAC0002,032037,1987,03,30.2,Y
IDCJAC0002,032037,1987,04,27.7,Y
IDCJAC0002,032037,1987,05,26.2,Y
IDCJAC0002,032037,1987,06,24.6,Y
IDCJAC0002,032037,1987,07,23.8,Y
IDCJAC0002,032037,1987,08,25.7,Y
IDCJAC0002,032037,1987,09,26.3,Y
IDCJAC0002,032037,1987,10,30.3,Y
IDCJAC0002,032037,1987,11,30.9,Y
IDCJAC0002,032037,1987,12,31.0,Y
IDCJAC0002,032037,1988,01,31.1,Y
IDCJAC0002,032037,1988,02,30.9,Y
IDCJAC0002,032037,1988,03,29.4,Y
IDCJAC0002,032037,1988,04,29.1,Y
IDCJAC0002,032037,1988,05,27.5,Y
IDCJAC0002,032037,1988,06,24.7,Y
IDCJAC0002,032037,1988,07,24.1,Y
IDCJAC0002,032037,1988,08,24.5,Y
IDCJAC0002,032037,1988,09,26.9,Y
IDCJAC0002,032037,1988,10,29.9,Y
IDCJAC0002,032037,1988,11,30.3,Y
IDCJAC0002,032037,1988,12,31.2,Y
IDCJAC0002,032037,1989,01,31.0,Y
IDCJAC0002,032037,1989,02,31.1,Y
IDCJAC0002,032037,1989,03,29.3,Y
IDCJAC0002,032037,1989,04,28.5,Y
IDCJAC0002,032037,1989,05,26.4,Y
IDCJAC0002,032037,1989,06,23.4,Y
IDCJAC0002,032037,1989,07,23.2,Y
IDCJAC0002,032037,1989,08,24.6,Y
IDCJAC0002,032037,1989,09,27.9,Y
IDCJAC0002,032037,1989,10,30.3,Y
IDCJAC0002,032037,1989,11,30.1,Y
IDCJAC0002,032037,1989,12,30.5,Y
IDCJAC0002,032037,1990,01,31.0,Y
IDCJAC0002,032037,1990,02,32.9,Y
IDCJAC0002,032037,1990,03,30.4,Y
IDCJAC0002,032037,1990,04,28.3,Y
IDCJAC0002,032037,1990,05,25.8,Y
IDCJAC0002,032037,1990,06,23.9,Y
IDCJAC0002,032037,1990,07,23.8,Y
IDCJAC0002,032037,1990,08,25.9,Y
IDCJAC0002,032037,1990,09,25.7,Y
IDCJAC0002,032037,1990,10,29.0,Y
IDCJAC0002,032037,1990,11,31.1,Y
IDCJAC0002,032037,1990,12,32.2,Y
IDCJAC0002,032037,1991,01,30.5,Y
IDCJAC0002,032037,1991,02,30.2,Y
IDCJAC0002,032037,1991,03,29.8,Y
IDCJAC0002,032037,1991,04,27.8,Y
IDCJAC0002,032037,1991,05,25.8,Y
IDCJAC0002,032037,1991,06,26.0,Y
IDCJAC0002,032037,1991,07,24.5,Y
IDCJAC0002,032037,1991,08,25.9,Y
IDCJAC0002,032037,1991,09,28.5,Y
IDCJAC0002,032037,1991,10,30.2,Y
IDCJAC0002,032037,1991,11,31.0,Y
IDCJAC0002,032037,1991,12,32.9,Y
IDCJAC0002,032037,1992,01,33.8,Y
IDCJAC0002,032037,1992,02,32.6,Y
IDCJAC0002,032037,1992,03,31.1,Y
IDCJAC0002,032037,1992,04,28.1,Y
IDCJAC0002,032037,1992,05,27.4,Y
IDCJAC0002,032037,1992,06,25.2,Y
IDCJAC0002,032037,1992,07,23.5,Y
IDCJAC0002,032037,1992,08,26.0,Y
IDCJAC0002,032037,1992,09,29.1,Y
IDCJAC0002,032037,1992,10,28.6,Y
IDCJAC0002,032037,1992,11,31.7,Y
IDCJAC0002,032037,1992,12,31.8,Y
IDCJAC0002,032037,1993,01,29.7,Y
IDCJAC0002,032037,1993,02,29.9,Y
IDCJAC0002,032037,1993,03,31.4,Y
IDCJAC0002,032037,1993,04,28.0,Y
IDCJAC0002,032037,1993,05,25.9,Y
IDCJAC0002,032037,1993,06,24.6,Y
IDCJAC0002,032037,1993,07,24.7,Y
IDCJAC0002,032037,1993,08,25.1,Y
IDCJAC0002,032037,1993,09,26.9,Y
IDCJAC0002,032037,1993,10,28.9,Y
IDCJAC0002,032037,1993,11,30.8,Y
IDCJAC0002,032037,1993,12,30.8,Y
IDCJAC0002,032037,1994,01,33.3,Y
IDCJAC0002,032037,1994,02,30.3,Y
IDCJAC0002,032037,1994,03,29.6,Y
IDCJAC0002,032037,1994,04,26.9,Y
IDCJAC0002,032037,1994,05,25.4,Y
IDCJAC0002,032037,1994,06,24.9,Y
IDCJAC0002,032037,1994,07,23.2,Y
IDCJAC0002,032037,1994,08,23.6,Y
IDCJAC0002,032037,1994,09,27.3,Y
IDCJAC0002,032037,1994,10,29.4,Y
IDCJAC0002,032037,1994,11,30.8,Y
IDCJAC0002,032037,1994,12,30.1,Y
IDCJAC0002,032037,1995,01,31.5,Y
IDCJAC0002,032037,1995,02,31.0,Y
IDCJAC0002,032037,1995,03,30.2,Y
IDCJAC0002,032037,1995,04,29.6,Y
IDCJAC0002,032037,1995,05,26.7,Y
IDCJAC0002,032037,1995,06,24.8,Y
IDCJAC0002,032037,1995,07,25.5,Y
IDCJAC0002,032037,1995,08,22.9,Y
IDCJAC0002,032037,1995,09,27.4,Y
IDCJAC0002,032037,1995,10,28.3,Y
IDCJAC0002,032037,1995,11,31.2,Y
IDCJAC0002,032037,1995,12,33.3,Y
IDCJAC0002,032037,1996,01,31.8,Y
IDCJAC0002,032037,1996,02,31.0,Y
IDCJAC0002,032037,1996,03,29.3,Y
IDCJAC0002,032037,1996,04,29.8,Y
IDCJAC0002,032037,1996,05,26.8,Y
IDCJAC0002,032037,1996,06,25.7,Y
IDCJAC0002,032037,1996,07,24.7,Y
IDCJAC0002,032037,1996,08,25.7,Y
IDCJAC0002,032037,1996,09,27.9,Y
IDCJAC0002,032037,1996,10,28.4,Y
IDCJAC0002,032037,1996,11,30.6,Y
IDCJAC0002,032037,1996,12,31.6,Y
IDCJAC0002,032037,1997,01,30.3,Y
IDCJAC0002,032037,1997,02,30.4,Y
IDCJAC0002,032037,1997,07,23.0,Y
IDCJAC0002,032037,1998,04,29.7,Y
IDCJAC0002,032037,1998,07,24.7,Y
IDCJAC0002,032037,1998,08,26.6,Y
IDCJAC0002,032037,1999,01,31.4,Y
IDCJAC0002,032037,1999,10,29.4,Y
IDCJAC0002,032037,1999,11,29.0,Y
IDCJAC0002,032037,1999,12,30.0,Y
IDCJAC0002,032037,2000,01,31.3,Y
IDCJAC0002,032037,2000,02,29.9,Y
IDCJAC0002,032037,2000,03,29.7,Y
IDCJAC0002,032037,2000,04,27.5,Y
IDCJAC0002,032037,2000,05,26.4,Y
IDCJAC0002,032037,2000,06,22.7,Y
IDCJAC0002,032037,2000,07,24.5,Y
IDCJAC0002,032037,2000,08,26.0,Y
IDCJAC0002,032037,2000,09,27.9,Y
IDCJAC0002,032037,2000,11,30.1,Y
IDCJAC0002,032037,2000,12,29.5,Y
IDCJAC0002,032037,2001,01,30.5,Y
IDCJAC0002,032037,2001,02,29.3,Y
IDCJAC0002,032037,2001,03,31.2,Y
IDCJAC0002,032037,2001,04,28.2,Y
IDCJAC0002,032037,2001,05,27.4,Y
IDCJAC0002,032037,2001,06,24.8,Y
IDCJAC0002,032037,2001,07,24.6,Y
IDCJAC0002,032037,2001,08,25.8,Y
IDCJAC0002,032037,2001,09,27.6,Y
IDCJAC0002,032037,2001,10,29.6,Y
IDCJAC0002,032037,2001,11,31.1,Y
IDCJAC0002,032037,2001,12,33.0,Y
IDCJAC0002,032037,2002,01,32.5,Y
IDCJAC0002,032037,2002,02,32.8,Y
IDCJAC0002,032037,2002,03,30.5,Y
IDCJAC0002,032037,2002,04,28.7,Y
IDCJAC0002,032037,2002,05,27.2,Y
IDCJAC0002,032037,2002,06,25.1,Y
IDCJAC0002,032037,2002,07,24.3,Y
IDCJAC0002,032037,2002,08,24.9,Y
IDCJAC0002,032037,2002,09,27.9,Y
IDCJAC0002,032037,2002,10,29.9,Y
IDCJAC0002,032037,2002,11,30.2,Y
IDCJAC0002,032037,2002,12,32.0,Y
IDCJAC0002,032037,2003,01,30.9,Y
IDCJAC0002,032037,2003,02,32.0,Y
IDCJAC0002,032037,2003,03,29.9,Y
IDCJAC0002,032037,2003,04,29.3,Y
