Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,069147,1998,02,27.7,Y
IDCJAC0002,069147,1998,03,24.8,Y
IDCJAC0002,069147,1998,04,22.3,Y
IDCJAC0002,069147,1998,05,18.5,Y
IDCJAC0002,069147,1998,06,16.2,Y
IDCJAC0002,069147,1998,07,15.5,Y
IDCJAC0002,069147,1998,08,16.4,Y
IDCJAC0002,069147,1998,09,20.7,Y
IDCJAC0002,069147,1998,10,21.5,Y
IDCJAC0002,069147,1998,11,20.2,Y
IDCJAC0002,069147,1998,12,23.6,Y
IDCJAC0002,069147,1999,01,24.7,Y
IDCJAC0002,069147,1999,02,23.2,Y
IDCJAC0002,069147,1999,03,21.7,Y
IDCJAC0002,069147,1999,04,20.1,Y
IDCJAC0002,069147,1999,05,19.7,Y
IDCJAC0002,069147,1999,06,17.4,Y
IDCJAC0002,069147,1999,07,16.9,Y
IDCJAC0002,069147,1999,08,17.4,Y
IDCJAC0002,069147,1999,09,19.5,Y
IDCJAC0002,069147,1999,10,19.8,Y
IDCJAC0002,069147,1999,11,21.1,Y
IDCJAC0002,069147,1999,12,22.8,Y
IDCJAC0002,069147,2000,01,23.7,Y
IDCJAC0002,069147,2000,02,25.9,Y
IDCJAC0002,069147,2000,03,23.2,Y
IDCJAC0002,069147,2000,04,21.7,Y
IDCJAC0002,069147,2000,05,19.2,Y
IDCJAC0002,069147,2000,06,16.4,Y
IDCJAC0002,069147,2000,07,16.6,Y
IDCJAC0002,069147,2000,08,16.8,Y
IDCJAC0002,069147,2000,09,19.9,Y
IDCJAC0002,069147,2000,10,20.7,Y
IDCJAC0002,069147,2000,11,21.4,Y
IDCJAC0002,069147,2000,12,24.5,Y
IDCJAC0002,069147,2001,01,25.3,Y
IDCJAC0002,069147,2001,02,24.8,Y
IDCJAC0002,069147,2001,03,23.6,Y
IDCJAC0002,069147,2001,04,21.2,Y
IDCJAC0002,069147,2001,05,18.5,Y
IDCJAC0002,069147,2001,06,17.2,Y
IDCJAC0002,069147,2001,07,15.9,Y
IDCJAC0002,069147,2001,08,17.4,Y
IDCJAC0002,069147,2001,09,19.9,Y
IDCJAC0002,069147,2001,10,20.3,Y
IDCJAC0002,069147,2001,11,20.5,Y
IDCJAC0002,069147,2001,12,21.8,Y
IDCJAC0002,069147,2002,01,24.5,Y
IDCJAC0002,069147,2002,02,22.7,Y
