Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0002,054038,2001,null,null,null,null,null,null,17.6,19.0,23.4,25.7,27.8,32.1,null
IDCJAC0002,054038,2002,34.0,32.8,32.4,28.2,22.8,19.1,19.4,21.8,25.2,30.9,34.7,33.2,27.9
IDCJAC0002,054038,2003,36.3,33.5,29.5,24.0,22.5,18.8,17.2,19.2,25.0,25.3,30.2,34.8,26.4
IDCJAC0002,054038,2004,33.9,34.5,30.5,28.6,21.9,19.0,18.1,20.1,23.1,28.0,29.9,30.6,26.5
IDCJAC0002,054038,2005,33.9,34.6,30.6,30.0,22.4,18.5,17.8,19.3,22.3,28.2,30.0,34.4,26.8
IDCJAC0002,054038,2006,36.3,34.8,31.7,26.7,22.7,19.1,18.2,20.8,25.5,29.8,32.5,32.5,27.6
IDCJAC0002,054038,2007,35.7,34.8,31.9,28.0,23.7,15.3,16.4,20.7,24.7,30.4,28.5,30.4,26.7
IDCJAC0002,054038,2008,31.8,29.9,30.3,25.0,23.1,19.8,17.6,18.2,23.3,28.2,28.5,31.6,25.6
IDCJAC0002,054038,2009,34.6,33.4,31.6,25.8,22.3,18.5,17.8,23.1,24.6,28.0,35.4,33.6,27.4
IDCJAC0002,054038,2010,34.2,31.7,29.6,26.7,22.2,17.6,17.6,17.2,22.0,25.1,27.4,30.5,25.2
IDCJAC0002,054038,2011,34.0,34.9,30.9,26.6,21.0,18.1,17.5,20.5,23.6,25.3,31.0,28.0,26.0
IDCJAC0002,054038,2012,30.3,30.6,29.7,26.3,22.1,18.1,17.3,19.5,24.3,28.5,33.2,35.0,26.2
IDCJAC0002,054038,2013,36.8,30.5,29.0,26.8,22.1,17.7,19.3,21.7,27.7,30.1,31.4,34.3,27.3
IDCJAC0002,054038,2014,36.7,35.0,30.4,27.1,22.7,18.6,18.4,19.4,23.8,30.8,35.3,34.1,27.7
IDCJAC0002,054038,2015,33.6,34.6,32.2,24.3,21.2,18.4,16.8,19.2,23.0,31.2,32.4,33.9,26.7
IDCJAC0002,054038,2016,32.4,35.5,33.3,30.0,23.5,17.3,17.5,18.5,20.3,24.7,31.3,35.9,26.7
IDCJAC0002,054038,2017,37.8,37.1,29.7,25.5,23.1,19.2,19.2,20.5,25.9,28.9,29.5,34.8,27.6
IDCJAC0002,054038,2018,37.1,34.9,33.0,29.7,23.3,19.8,20.4,20.7,25.1,null,null,null,null
