Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,031209,2000,07,25.2,Y
IDCJAC0002,031209,2000,08,26.7,Y
IDCJAC0002,031209,2000,09,29.0,Y
IDCJAC0002,031209,2000,10,30.7,Y
IDCJAC0002,031209,2000,11,31.7,Y
IDCJAC0002,031209,2000,12,29.5,Y
IDCJAC0002,031209,2001,01,30.5,Y
IDCJAC0002,031209,2001,02,29.9,Y
IDCJAC0002,031209,2001,03,30.6,Y
IDCJAC0002,031209,2001,04,29.0,Y
IDCJAC0002,031209,2001,05,27.7,Y
IDCJAC0002,031209,2001,06,27.0,Y
IDCJAC0002,031209,2001,07,26.5,Y
IDCJAC0002,031209,2001,08,27.2,Y
IDCJAC0002,031209,2001,09,28.9,Y
IDCJAC0002,031209,2001,10,30.4,Y
IDCJAC0002,031209,2001,11,31.7,Y
IDCJAC0002,031209,2001,12,33.3,Y
IDCJAC0002,031209,2002,01,33.4,Y
IDCJAC0002,031209,2002,02,32.8,Y
IDCJAC0002,031209,2002,03,30.8,Y
IDCJAC0002,031209,2002,04,29.8,Y
IDCJAC0002,031209,2002,05,28.5,Y
IDCJAC0002,031209,2002,06,27.5,Y
IDCJAC0002,031209,2002,07,26.4,Y
IDCJAC0002,031209,2002,08,27.1,Y
IDCJAC0002,031209,2002,09,28.5,Y
IDCJAC0002,031209,2002,10,30.5,Y
IDCJAC0002,031209,2002,11,31.3,Y
IDCJAC0002,031209,2002,12,32.8,Y
IDCJAC0002,031209,2003,01,31.4,Y
IDCJAC0002,031209,2003,02,32.4,Y
IDCJAC0002,031209,2003,03,30.6,Y
IDCJAC0002,031209,2003,04,30.0,Y
IDCJAC0002,031209,2003,05,28.2,Y
IDCJAC0002,031209,2003,06,27.3,Y
IDCJAC0002,031209,2003,07,26.7,Y
IDCJAC0002,031209,2003,08,27.5,Y
IDCJAC0002,031209,2003,09,29.0,Y
IDCJAC0002,031209,2003,10,31.4,Y
IDCJAC0002,031209,2003,11,31.5,Y
IDCJAC0002,031209,2003,12,32.8,Y
IDCJAC0002,031209,2004,01,32.5,Y
IDCJAC0002,031209,2004,02,32.0,Y
IDCJAC0002,031209,2004,03,30.3,Y
IDCJAC0002,031209,2004,04,28.6,Y
IDCJAC0002,031209,2004,05,27.6,Y
IDCJAC0002,031209,2004,06,25.7,Y
IDCJAC0002,031209,2004,07,25.6,Y
IDCJAC0002,031209,2004,08,26.6,Y
IDCJAC0002,031209,2004,09,28.0,Y
IDCJAC0002,031209,2004,10,29.6,Y
IDCJAC0002,031209,2004,11,31.2,Y
IDCJAC0002,031209,2004,12,31.7,Y
IDCJAC0002,031209,2005,01,31.3,Y
IDCJAC0002,031209,2005,02,32.8,Y
IDCJAC0002,031209,2005,03,30.9,Y
IDCJAC0002,031209,2005,04,29.0,Y
IDCJAC0002,031209,2005,05,27.7,Y
IDCJAC0002,031209,2005,06,27.4,Y
IDCJAC0002,031209,2005,07,26.5,Y
IDCJAC0002,031209,2005,08,26.6,Y
IDCJAC0002,031209,2005,09,28.5,Y
IDCJAC0002,031209,2005,10,30.9,Y
IDCJAC0002,031209,2005,11,31.4,Y
IDCJAC0002,031209,2005,12,33.0,Y
IDCJAC0002,031209,2006,01,31.2,Y
IDCJAC0002,031209,2006,02,31.2,Y
IDCJAC0002,031209,2006,03,29.6,Y
IDCJAC0002,031209,2006,04,29.3,Y
IDCJAC0002,031209,2006,05,27.2,Y
IDCJAC0002,031209,2006,06,26.2,Y
IDCJAC0002,031209,2006,07,25.4,Y
IDCJAC0002,031209,2006,08,25.9,Y
IDCJAC0002,031209,2006,09,27.8,Y
IDCJAC0002,031209,2006,10,28.8,Y
IDCJAC0002,031209,2006,11,31.6,Y
IDCJAC0002,031209,2006,12,31.5,Y
IDCJAC0002,031209,2007,01,32.4,Y
IDCJAC0002,031209,2007,02,31.0,Y
IDCJAC0002,031209,2007,03,30.7,Y
IDCJAC0002,031209,2007,04,28.5,Y
IDCJAC0002,031209,2007,05,28.2,Y
IDCJAC0002,031209,2007,06,25.8,Y
IDCJAC0002,031209,2007,07,25.0,Y
IDCJAC0002,031209,2007,08,26.8,Y
IDCJAC0002,031209,2007,09,28.2,Y
IDCJAC0002,031209,2007,10,30.6,Y
IDCJAC0002,031209,2007,11,30.8,Y
IDCJAC0002,031209,2007,12,32.5,Y
IDCJAC0002,031209,2008,01,32.2,Y
IDCJAC0002,031209,2008,02,31.5,Y
IDCJAC0002,031209,2008,03,29.2,Y
IDCJAC0002,031209,2008,04,28.2,Y
IDCJAC0002,031209,2008,05,27.1,Y
IDCJAC0002,031209,2008,06,26.6,Y
IDCJAC0002,031209,2008,07,25.9,Y
IDCJAC0002,031209,2008,08,26.4,Y
IDCJAC0002,031209,2008,09,29.4,Y
IDCJAC0002,031209,2008,10,30.2,Y
IDCJAC0002,031209,2008,11,33.4,Y
IDCJAC0002,031209,2008,12,33.3,Y
IDCJAC0002,031209,2009,01,31.1,Y
IDCJAC0002,031209,2009,02,31.6,Y
IDCJAC0002,031209,2009,03,30.5,Y
IDCJAC0002,031209,2009,04,30.0,Y
IDCJAC0002,031209,2009,05,27.9,Y
IDCJAC0002,031209,2009,06,27.8,Y
IDCJAC0002,031209,2009,07,27.6,Y
IDCJAC0002,031209,2009,08,28.3,Y
IDCJAC0002,031209,2009,09,29.8,Y
IDCJAC0002,031209,2009,10,30.6,Y
IDCJAC0002,031209,2009,11,30.9,Y
IDCJAC0002,031209,2009,12,32.2,Y
IDCJAC0002,031209,2010,01,30.8,Y
IDCJAC0002,031209,2010,02,32.4,Y
IDCJAC0002,031209,2010,03,31.0,Y
IDCJAC0002,031209,2010,04,28.8,Y
IDCJAC0002,031209,2010,05,28.3,Y
IDCJAC0002,031209,2010,06,27.3,Y
IDCJAC0002,031209,2010,07,27.0,Y
IDCJAC0002,031209,2010,08,27.8,Y
IDCJAC0002,031209,2010,09,29.5,Y
IDCJAC0002,031209,2010,10,30.2,Y
IDCJAC0002,031209,2010,11,31.1,Y
IDCJAC0002,031209,2010,12,31.9,Y
IDCJAC0002,031209,2011,01,31.7,Y
IDCJAC0002,031209,2011,02,30.2,Y
IDCJAC0002,031209,2011,03,30.6,Y
IDCJAC0002,031209,2011,04,28.7,Y
IDCJAC0002,031209,2011,05,27.2,Y
IDCJAC0002,031209,2011,06,25.8,Y
IDCJAC0002,031209,2011,07,25.7,Y
IDCJAC0002,031209,2011,08,27.5,Y
IDCJAC0002,031209,2011,09,28.1,Y
IDCJAC0002,031209,2011,10,31.0,Y
IDCJAC0002,031209,2011,11,31.4,Y
IDCJAC0002,031209,2011,12,31.8,Y
IDCJAC0002,031209,2012,01,31.6,Y
IDCJAC0002,031209,2012,02,31.5,Y
IDCJAC0002,031209,2012,03,30.3,Y
IDCJAC0002,031209,2012,04,28.8,Y
IDCJAC0002,031209,2012,05,27.0,Y
IDCJAC0002,031209,2012,06,26.1,Y
IDCJAC0002,031209,2012,07,25.8,Y
IDCJAC0002,031209,2012,08,27.2,Y
IDCJAC0002,031209,2012,09,29.1,Y
IDCJAC0002,031209,2012,10,30.0,Y
IDCJAC0002,031209,2012,11,31.2,Y
IDCJAC0002,031209,2012,12,32.7,Y
IDCJAC0002,031209,2013,01,33.0,Y
IDCJAC0002,031209,2013,02,32.5,Y
IDCJAC0002,031209,2013,03,30.9,Y
IDCJAC0002,031209,2013,04,29.1,Y
IDCJAC0002,031209,2013,05,27.5,Y
IDCJAC0002,031209,2013,06,26.4,Y
IDCJAC0002,031209,2013,07,26.4,Y
IDCJAC0002,031209,2013,08,28.0,Y
IDCJAC0002,031209,2013,09,28.9,Y
IDCJAC0002,031209,2013,10,30.9,Y
IDCJAC0002,031209,2013,11,32.3,Y
IDCJAC0002,031209,2013,12,31.9,Y
IDCJAC0002,031209,2014,01,32.2,Y
IDCJAC0002,031209,2014,02,30.7,Y
IDCJAC0002,031209,2014,03,29.4,Y
IDCJAC0002,031209,2014,04,29.1,Y
IDCJAC0002,031209,2014,05,28.2,Y
IDCJAC0002,031209,2014,06,26.1,Y
IDCJAC0002,031209,2014,07,25.9,Y
IDCJAC0002,031209,2014,08,26.6,Y
IDCJAC0002,031209,2014,09,28.5,Y
IDCJAC0002,031209,2014,10,29.7,Y
IDCJAC0002,031209,2014,11,31.6,Y
IDCJAC0002,031209,2014,12,33.5,Y
IDCJAC0002,031209,2015,01,33.9,Y
IDCJAC0002,031209,2015,02,31.9,Y
IDCJAC0002,031209,2015,03,30.3,Y
IDCJAC0002,031209,2015,04,29.5,Y
IDCJAC0002,031209,2015,05,28.1,Y
IDCJAC0002,031209,2015,06,26.9,Y
IDCJAC0002,031209,2015,07,26.0,Y
IDCJAC0002,031209,2015,08,27.0,Y
IDCJAC0002,031209,2015,09,28.9,Y
IDCJAC0002,031209,2015,10,29.3,Y
IDCJAC0002,031209,2015,11,32.1,Y
IDCJAC0002,031209,2015,12,31.5,Y
IDCJAC0002,031209,2016,01,32.9,Y
IDCJAC0002,031209,2016,02,33.6,Y
IDCJAC0002,031209,2016,03,31.4,Y
IDCJAC0002,031209,2016,04,29.5,Y
IDCJAC0002,031209,2016,05,29.0,Y
IDCJAC0002,031209,2016,06,28.1,Y
IDCJAC0002,031209,2016,07,27.2,Y
IDCJAC0002,031209,2016,08,27.1,Y
IDCJAC0002,031209,2016,09,30.1,Y
IDCJAC0002,031209,2016,10,30.9,Y
IDCJAC0002,031209,2016,11,32.6,Y
IDCJAC0002,031209,2016,12,33.0,Y
IDCJAC0002,031209,2017,01,33.0,Y
IDCJAC0002,031209,2017,02,30.9,Y
IDCJAC0002,031209,2017,03,31.9,Y
IDCJAC0002,031209,2017,04,29.5,Y
IDCJAC0002,031209,2017,05,28.1,Y
IDCJAC0002,031209,2017,06,26.6,Y
IDCJAC0002,031209,2017,07,27.3,Y
IDCJAC0002,031209,2017,08,28.3,Y
IDCJAC0002,031209,2017,09,28.9,Y
IDCJAC0002,031209,2017,10,30.5,Y
IDCJAC0002,031209,2017,11,30.4,Y
IDCJAC0002,031209,2017,12,33.1,Y
IDCJAC0002,031209,2018,01,31.8,Y
IDCJAC0002,031209,2018,02,32.1,Y
IDCJAC0002,031209,2018,03,30.1,Y
IDCJAC0002,031209,2018,04,29.7,Y
IDCJAC0002,031209,2018,05,27.7,Y
IDCJAC0002,031209,2018,06,26.4,Y
IDCJAC0002,031209,2018,07,26.6,Y
IDCJAC0002,031209,2018,08,27.6,Y
IDCJAC0002,031209,2018,09,28.8,Y
