Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0002,075041,1970,null,null,null,null,null,null,null,16.5,16.6,22.8,26.7,30.0,null
IDCJAC0002,075041,1971,30.4,30.0,29.8,24.1,18.5,14.8,null,16.0,19.3,23.3,24.2,28.6,null
IDCJAC0002,075041,1972,29.0,null,27.6,22.8,19.0,17.0,15.6,17.2,21.6,23.9,27.7,33.4,null
IDCJAC0002,075041,1973,33.7,29.9,27.9,25.6,null,14.2,15.2,15.1,19.5,null,null,null,null
IDCJAC0002,075041,1974,null,29.7,29.5,21.4,18.9,15.2,14.0,15.2,16.0,20.8,null,null,null
IDCJAC0002,075041,1975,null,null,null,null,null,null,null,null,20.1,20.5,27.5,31.5,null
IDCJAC0002,075041,1976,31.8,31.0,29.2,23.6,19.5,null,null,null,null,null,null,null,null
IDCJAC0002,075041,1977,null,32.4,26.7,21.9,18.1,14.3,14.4,19.9,21.1,26.2,29.4,31.0,null
IDCJAC0002,075041,1978,30.9,32.5,27.5,24.2,19.6,13.8,13.6,14.7,17.7,23.3,23.0,27.6,22.4
IDCJAC0002,075041,1979,36.3,33.4,29.8,21.7,17.2,18.0,null,16.6,18.4,23.3,28.9,32.3,null
IDCJAC0002,075041,1980,32.0,32.7,30.5,26.2,19.2,14.2,13.6,16.8,21.4,25.1,29.4,31.7,24.4
IDCJAC0002,075041,1981,36.2,32.6,26.3,24.7,18.9,14.4,13.3,15.1,23.5,25.9,26.6,30.2,24.0
IDCJAC0002,075041,1982,33.4,34.4,26.6,23.6,20.2,13.9,14.4,21.0,19.6,23.7,29.1,33.9,24.5
IDCJAC0002,075041,1983,30.6,35.8,28.8,20.2,18.0,14.0,13.0,16.2,19.8,23.6,26.6,30.9,23.1
IDCJAC0002,075041,1984,28.6,30.4,26.5,23.1,19.6,18.7,12.8,16.3,16.7,23.3,29.1,29.4,22.9
